"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,113]}",,"LA","NA",40896.07,"NA",40555.91,"NA",39787.34,39873.4,41345.81,42408.68,"NA","NA",38356.05,"NA",38899.11,"NA",38238.5,"NA","NA","NA","NA","NA","NA","NA",36982.4,"NA",36738.78,"NA",35977.19,35841.22,36884.16,37474.29,"NA","NA",34094.45,"NA",34903.07,"NA",33932.53,"NA","NA","NA","NA","NA","NA","NA",32678.38,"NA",32157.81,"NA",30710.83,31062.12,32204.84,32336.82,"NA","NA","NA",33880.16,"NA",33692.25,"NA",32470.34,32248.58,33229.3,35479.27,"NA","NA","NA",48805.79,"NA",48761.91,"NA",48213.3,48224.08,50724.08,52522.5,"NA","NA","NA",42224.47,"NA",41863.93,"NA",41292.1,41325.63,42419.02,43710.97,"NA","NA","NA",37362.86,"NA",37074.25,"NA",35448.44,34884.11,37174.41,39241.64,"NA","NA","NA",32073.18,"NA",32084.28,"NA",28198.85,32936.7,34819.7,36929.8,"NA","NA","NA",42829.75,"NA",41400.3,"NA",39366.07,38149.73,39391.21,45447.16,"NA","NA","NA",50917.14,"NA",48984.5,"NA",49853.94,49856.76,52015.56,53042.95,"NA","NA","NA",0.6692835,"NA",0.6543071,"NA",0.6348277,0.6324871,0.6465107,"NA","NA","NA",0.640142,"NA",0.6422525,"NA",0.6197495,"NA","NA","NA","NA","NA","NA","NA",0.623,"NA",0.6102759,"NA",0.5859286,0.5816688,0.602533,"NA","NA","NA",0.5834174,"NA",0.5934758,"NA",0.5614137,"NA","NA","NA","NA","NA","NA","NA",0.562157,"NA",0.5368579,"NA",0.5076478,0.5120335,0.5346974,"NA","NA","NA","NA",14925.63,"NA",15069.67,"NA",15742.95,15975.5,17494.78,17043.23,"NA","NA","LA","Louisiana","louisiana"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,114]}",,"MA","NA",53288.91,"NA",50627.84,"NA",51969.34,51736.93,53290.53,55855.71,"NA","NA",50135.85,"NA",48650.34,"NA",49161.21,"NA","NA","NA","NA","NA","NA","NA",46677.13,"NA",46704.56,"NA",45074.53,45443.07,47086.04,49400,"NA","NA",43416.8,"NA",44619.95,"NA",42504.55,"NA","NA","NA","NA","NA","NA","NA",42331.45,"NA",40095.03,"NA",38743.68,39172.27,40459.61,41176.12,"NA","NA","NA",39828.86,"NA",39795.46,"NA",41205.52,41212.6,42797.39,49096.89,"NA","NA","NA",61163.74,"NA",55468.39,"NA",57313.25,58048.05,59857.3,64606.1,"NA","NA","NA",48232.37,"NA",43579.18,"NA",44041.91,43542.45,44859.8,49268.11,"NA","NA","NA",41458.33,"NA",40886.08,"NA",43428.18,43935.79,46993.7,50427.36,"NA","NA","NA",37675.23,"NA",37224.11,"NA",38461.47,41543.81,43093.95,47152.83,"NA","NA","NA",50563.74,"NA",46967.96,"NA",46615.04,48141.5,50334.05,53474.96,"NA","NA","NA",61483.17,"NA",56177.27,"NA",57367.75,58871.81,60371.61,62763.48,"NA","NA","NA",0.7597235,"NA",0.7384288,"NA",0.7369232,0.7413493,0.752977,"NA","NA","NA",0.7493145,"NA",0.7388235,"NA",0.7239149,"NA","NA","NA","NA","NA","NA","NA",0.7340013,"NA",0.7149191,"NA",0.6963608,0.7026043,0.723076,"NA","NA","NA",0.7149733,"NA",0.7101483,"NA",0.6801913,"NA","NA","NA","NA","NA","NA","NA",0.7023763,"NA",0.6634477,"NA",0.6391723,0.6435767,0.6678258,"NA","NA","NA","NA",21334.88,"NA",15672.93,"NA",16107.73,16835.45,17059.91,15509.21,"NA","NA","MA","Massachusetts","massachusetts"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,115]}",,"MD","NA",50127.36,"NA",49532.5,"NA",47462.04,47132.64,47271.83,48342.57,"NA","NA",47748.06,"NA",47030.3,"NA",45653.04,"NA","NA","NA","NA","NA","NA","NA",44741.75,"NA",43959.03,"NA",41931.77,41104.73,41010.46,42567.72,"NA","NA",42139.13,"NA",41589.73,"NA",39692.96,"NA","NA","NA","NA","NA","NA","NA",38966.83,"NA",37814.07,"NA",35477.3,35372.32,35271.22,35462.2,"NA","NA","NA",42109.42,"NA",43228.79,"NA",41898.65,41624.77,41864.92,44617.86,"NA","NA","NA",53691.24,"NA",54654.2,"NA",53058.81,52795,53517.48,55346.13,"NA","NA","NA",45811.62,"NA",46240.79,"NA",44183.3,44378.71,44256.76,45128.77,"NA","NA","NA",46236.65,"NA",46192.95,"NA",43788.57,42739.23,43812.97,45119.43,"NA","NA","NA",38084.77,"NA",41803.46,"NA",36103.99,40336.5,40327.57,41711.04,"NA","NA","NA",49279.8,"NA",48874.66,"NA",45020.56,43781.5,44053.05,47949.35,"NA","NA","NA",58476.23,"NA",55325.73,"NA",54427.98,55423.09,56472.82,57964.98,"NA","NA","NA",0.7574881,"NA",0.7437658,"NA",0.7258448,0.7263045,0.7223822,"NA","NA","NA",0.749429,"NA",0.7355002,"NA",0.7160193,"NA","NA","NA","NA","NA","NA","NA",0.7253565,"NA",0.7072966,"NA",0.6807297,0.6741167,0.6711489,"NA","NA","NA",0.7119246,"NA",0.6943556,"NA",0.6622792,"NA","NA","NA","NA","NA","NA","NA",0.676283,"NA",0.6464982,"NA",0.6084998,0.601831,0.5998088,"NA","NA","NA","NA",11581.82,"NA",11425.41,"NA",11160.16,11170.23,11652.56,10728.27,"NA","NA","MD","Maryland","maryland"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,116]}",,"ME","NA",40819.21,"NA",39752.3,"NA",39108.21,39778.46,40836.84,41067.37,"NA","NA",39268.11,"NA",38176.32,"NA",37416.03,"NA","NA","NA","NA","NA","NA","NA",36606.57,"NA",35815.64,"NA",35884.81,35513.02,35841.06,35279.23,"NA","NA",34726.11,"NA",34584.46,"NA",33776.7,"NA","NA","NA","NA","NA","NA","NA",32932.1,"NA",32206.76,"NA",30880.95,30809.42,32125.68,31983.71,"NA","NA","NA",33563.91,"NA",33530.89,"NA",31783.08,31527.36,32438.01,35922.91,"NA","NA","NA",44935.72,"NA",42778.97,"NA",42769.25,43729.1,48311.65,49694.8,"NA","NA","NA",32830.01,"NA",32150.77,"NA",31411.41,32094.88,31721.46,36847.99,"NA","NA","NA",33499.77,"NA",33610.05,"NA",32050.46,32406.74,33609.8,34793.28,"NA","NA","NA",27833.3,"NA",28799.95,"NA",25763.01,31677.43,32544.09,33654.11,"NA","NA","NA",34409.84,"NA",34368.98,"NA",31020.99,33747.38,36544.06,38308.35,"NA","NA","NA",42761.59,"NA",36030.54,"NA",35311.7,45078.61,47786.21,48030.38,"NA","NA","NA",0.6907273,"NA",0.6837936,"NA",0.6660686,0.6635244,0.6739429,"NA","NA","NA",0.6825071,"NA",0.6780995,"NA",0.651642,"NA","NA","NA","NA","NA","NA","NA",0.6688436,"NA",0.6369896,"NA",0.6253666,0.6106126,0.6229033,"NA","NA","NA",0.6498948,"NA",0.6288671,"NA",0.6016206,"NA","NA","NA","NA","NA","NA","NA",0.613573,"NA",0.5818576,"NA",0.5495435,0.5382959,0.5653384,"NA","NA","NA","NA",11371.82,"NA",9248.074,"NA",10986.17,12201.74,15873.64,13771.89,"NA","NA","ME","Maine","maine"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,117]}",,"MH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MH",,
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,118]}",,"MI","NA",42737.77,"NA",41349.76,"NA",40423.81,39562.74,40096.43,41697.82,"NA","NA",40901.24,"NA",39776.45,"NA",38408.08,"NA","NA","NA","NA","NA","NA","NA",38443.38,"NA",36578.7,"NA",35403.43,35362.07,35794.3,36892.16,"NA","NA",36375.8,"NA",34872.43,"NA",33278.9,"NA","NA","NA","NA","NA","NA","NA",33247.32,"NA",31305.33,"NA",30445.43,30414.31,30765,31771.38,"NA","NA","NA",36098.84,"NA",35479.77,"NA",34252.18,33495.21,33800.82,35849.57,"NA","NA","NA",50794.29,"NA",47726,"NA",47894.27,46982.03,48166.34,51239.13,"NA","NA","NA",42511.66,"NA",40940.07,"NA",40929.46,39798.94,40531.75,43919.64,"NA","NA","NA",36903.73,"NA",36452.76,"NA",35443.05,34895.62,35306.64,36907.34,"NA","NA","NA",31751.6,"NA",31617.82,"NA",30153.31,32399.92,32875.84,34163.75,"NA","NA","NA",41065.54,"NA",39923.98,"NA",38515.11,38764.53,39756.38,42240.8,"NA","NA","NA",51258.32,"NA",48302.28,"NA",48050.44,47899.48,49441.62,51698.81,"NA","NA","NA",0.6843747,"NA",0.6611903,"NA",0.6460839,0.6380695,0.6424293,"NA","NA","NA",0.6746186,"NA",0.6536323,"NA",0.6262763,"NA","NA","NA","NA","NA","NA","NA",0.6482703,"NA",0.6095635,"NA",0.5864381,0.5882201,0.5994135,"NA","NA","NA",0.6279809,"NA",0.5949383,"NA",0.558567,"NA","NA","NA","NA","NA","NA","NA",0.5791831,"NA",0.5335498,"NA",0.5144772,0.5154387,0.5223132,"NA","NA","NA","NA",14695.44,"NA",12246.23,"NA",13642.1,13486.82,14365.52,15389.56,"NA","NA","MI","Michigan","michigan"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,119]}",,"MN","NA",42852.77,"NA",42830.03,"NA",42458.55,42808.51,43930.62,45773.21,"NA","NA",41389.89,"NA",41406.77,"NA",40439.78,"NA","NA","NA","NA","NA","NA","NA",40179.77,"NA",38806.38,"NA",38874.83,39044.51,39831.5,41829.29,"NA","NA",38238.18,"NA",37279.31,"NA",36791.45,"NA","NA","NA","NA","NA","NA","NA",35893.86,"NA",35037.08,"NA",34416.39,34831.98,35508.83,36657.85,"NA","NA","NA",35553.57,"NA",36053.24,"NA",35034.57,35540.45,37660.1,40233.82,"NA","NA","NA",46635.25,"NA",45494.5,"NA",46794,46961.14,48809.11,52110.92,"NA","NA","NA",39668.84,"NA",39712.77,"NA",38677.1,38683.55,39519.27,44174.05,"NA","NA","NA",38598.49,"NA",40590.41,"NA",38766.02,38419.98,39186.51,42925.08,"NA","NA","NA",35255.89,"NA",36659.34,"NA",34938.52,35922.88,36814.71,38795.82,"NA","NA","NA",42547.27,"NA",41588.98,"NA",40749.64,41292.18,42689.05,44695.61,"NA","NA","NA",47674.61,"NA",45691.87,"NA",45680.13,47381.5,48917.7,51288.63,"NA","NA","NA",0.7304826,"NA",0.7283303,"NA",0.7238196,0.7251468,0.734813,"NA","NA","NA",0.7229829,"NA",0.7230226,"NA",0.7074638,"NA","NA","NA","NA","NA","NA","NA",0.7230655,"NA",0.6961225,"NA",0.6948052,0.7009835,0.7122289,"NA","NA","NA",0.7087261,"NA",0.6891742,"NA",0.6721597,"NA","NA","NA","NA","NA","NA","NA",0.6808112,"NA",0.6539196,"NA",0.6422449,0.6480734,0.6546143,"NA","NA","NA","NA",11081.68,"NA",9441.262,"NA",11759.44,11420.69,11149.01,11877.09,"NA","NA","MN","Minnesota","minnesota"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,120]}",,"MO","NA",42358.27,"NA",41015.36,"NA",39792.8,39721.03,40230.56,41308.2,"NA","NA",40634.86,"NA",39613.5,"NA",38196.09,"NA","NA","NA","NA","NA","NA","NA",37969.13,"NA",36798.77,"NA",35646.02,35573.83,36002.7,37066.35,"NA","NA",35897.39,"NA",35216.75,"NA",33929.29,"NA","NA","NA","NA","NA","NA","NA",33330.91,"NA",32376.54,"NA",30945.33,30992.94,31272.94,32335.11,"NA","NA","NA",33566.34,"NA",33397.18,"NA",32639.97,32568.2,32728.72,35633.27,"NA","NA","NA",47462.98,"NA",46444.33,"NA",45574.78,45180.15,46880.56,49770.86,"NA","NA","NA",43997.14,"NA",42608.47,"NA",41286.03,40450.33,40754.94,42746.92,"NA","NA","NA",37512.96,"NA",36685.9,"NA",34902.25,33755.42,34145.38,37174.83,"NA","NA","NA",30302.28,"NA",30593.77,"NA",29422.28,31575.47,31611.38,33686.79,"NA","NA","NA",39306.65,"NA",39185.39,"NA",37540.19,38070.32,39015.42,41738.47,"NA","NA","NA",49805.39,"NA",48124.1,"NA",47308.63,48322.93,49842.8,51226.07,"NA","NA","NA",0.7050512,"NA",0.6834379,"NA",0.665486,0.665154,0.6652591,"NA","NA","NA",0.6954077,"NA",0.6791452,"NA",0.6550658,"NA","NA","NA","NA","NA","NA","NA",0.6685303,"NA",0.6457203,"NA",0.6176291,0.6149368,0.6223574,"NA","NA","NA",0.647898,"NA",0.6321065,"NA",0.5984693,"NA","NA","NA","NA","NA","NA","NA",0.6128131,"NA",0.5800604,"NA",0.5476587,0.5480704,0.5533926,"NA","NA","NA","NA",13896.64,"NA",13047.14,"NA",12934.8,12611.95,14151.84,14137.58,"NA","NA","MO","Missouri","missouri"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,121]}",,"MP","NA",22000,"NA",22100,"NA",21900,21800,23100,24200,"NA","NA",22500,"NA",21100,"NA",21500,"NA","NA","NA","NA","NA","NA","NA",20100,"NA",18400,"NA",19600,19700,20700,20900,"NA","NA",20900,"NA",18300,"NA",17700,"NA","NA","NA","NA","NA","NA","NA",17000,"NA",16600,"NA",15600,15900,16400,17100,"NA","NA","NA",21100,"NA",21500,"NA",20300,19300,20800,21800,"NA","NA","NA",23500,"NA",22800,"NA",23900,25200,26800,27400,"NA","NA","NA","NA","NA","NA","NA",22800,22000,22500,23800,"NA","NA","NA",21100,"NA",21500,"NA",22000,21600,24000,24900,"NA","NA","NA",21100,"NA",20300,"NA","NA",20700,21800,21300,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.3631285,"NA",0.3554502,"NA",0.3465346,0.349,0.375,"NA","NA","NA",0.3986487,"NA",0.3303168,"NA",0.3367347,"NA","NA","NA","NA","NA","NA","NA",0.3349057,"NA",0.3023256,"NA",0.2977099,0.327,0.362,"NA","NA","NA",0.3552631,"NA",0.3055556,"NA",0.2748092,"NA","NA","NA","NA","NA","NA","NA",0.2679426,"NA",0.2536232,"NA",0.2148438,0.211,0.185,"NA","NA","NA","NA",2400,"NA",1300,"NA",3600,5900,6000,5600,"NA","NA","MP",,
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,122]}",,"MS","NA",37062.12,"NA",36638.49,"NA",34865.82,34698.14,34778.78,35825.16,"NA","NA",35329.74,"NA",35262.96,"NA",33791.52,"NA","NA","NA","NA","NA","NA","NA",33692.88,"NA",32769.76,"NA",31267.3,31140.02,31708.7,32891.35,"NA","NA",31755.37,"NA",31406.02,"NA",29859.28,"NA","NA","NA","NA","NA","NA","NA",29585.83,"NA",28670.51,"NA",27609.67,27846.22,27970.33,28570.52,"NA","NA","NA",31869.47,"NA",31874.92,"NA",30331.05,30005.87,29768.88,30989.14,"NA","NA","NA",44084.21,"NA",42551.51,"NA",40750.46,41049.21,41943.89,43233.33,"NA","NA","NA",37171.64,"NA",36394.58,"NA",34984.85,34756.79,35134.39,35875.57,"NA","NA","NA",34418.36,"NA",34955.97,"NA",32404.21,32699.32,32527.13,34089.64,"NA","NA","NA",24813.45,"NA",28771.39,"NA",27093.61,30133.2,29952.32,31423.65,"NA","NA","NA",33640.61,"NA",36979.16,"NA",35034.07,35685.62,36046.02,39284.42,"NA","NA","NA",46985.41,"NA",46693.88,"NA",45376.53,45604.89,46205.74,46920.25,"NA","NA","NA",0.6292059,"NA",0.6217428,"NA",0.5889989,0.5852482,0.583806,"NA","NA","NA",0.6102956,"NA",0.607805,"NA",0.576421,"NA","NA","NA","NA","NA","NA","NA",0.5884028,"NA",0.5621571,"NA",0.5353289,0.5292595,0.5393088,"NA","NA","NA",0.5614759,"NA",0.547099,"NA",0.5130165,"NA","NA","NA","NA","NA","NA","NA",0.519556,"NA",0.4946802,"NA",0.4658688,0.4747437,0.4767317,"NA","NA","NA","NA",12214.74,"NA",10676.59,"NA",10419.41,11043.34,12175.01,12244.19,"NA","NA","MS","Mississippi","mississippi"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,123]}",,"MT","NA",39495.13,"NA",38889.69,"NA",38751.16,38886,39893.91,41793.16,"NA","NA",37911.9,"NA",37533.34,"NA",36920.26,"NA","NA","NA","NA","NA","NA","NA",36008.36,"NA",35065.21,"NA",35170.07,35992.75,36529.93,38366.41,"NA","NA",34085.59,"NA",33695.86,"NA",32760.63,"NA","NA","NA","NA","NA","NA","NA",32142.7,"NA",30930.13,"NA",31054.38,31960.4,32933.91,33682.49,"NA","NA","NA",32246.72,"NA",33039.65,"NA",32410.63,32463.07,33369.4,34681.97,"NA","NA","NA",46879.42,"NA",44971.88,"NA",45961.52,45712.89,46731.48,49148.03,"NA","NA","NA",42597.3,"NA",40945.65,"NA",41181.16,41045.29,42054.53,44253.66,"NA","NA","NA",35453.41,"NA",35659.23,"NA",33909.79,33903.93,35387.93,36985.53,"NA","NA","NA",27712.75,"NA",28661.42,"NA",26740.65,31475.38,32370.86,34363.39,"NA","NA","NA",35800.53,"NA",35283.06,"NA",35312.89,37088.3,38261.21,43396.59,"NA","NA","NA",45602.43,"NA",44974.83,"NA",43411.21,44841.76,46408.21,48960.11,"NA","NA","NA",0.6470807,"NA",0.6411715,"NA",0.6398816,0.6410024,0.6564588,"NA","NA","NA",0.6384131,"NA",0.6349505,"NA",0.6232355,"NA","NA","NA","NA","NA","NA","NA",0.6195357,"NA",0.6051262,"NA",0.5977911,0.6134908,0.6167108,"NA","NA","NA",0.6032281,"NA",0.5911561,"NA",0.5700598,"NA","NA","NA","NA","NA","NA","NA",0.5697749,"NA",0.5483934,"NA",0.5343937,0.5489348,0.5677806,"NA","NA","NA","NA",14632.7,"NA",11932.23,"NA",13550.89,13249.83,13362.08,14466.06,"NA","NA","MT","Montana","montana"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,124]}",,"NC","NA",41255.27,"NA",39194.9,"NA",37637.47,37248.5,37494.02,38636.67,"NA","NA",39414.45,"NA",37765.29,"NA",35961.43,"NA","NA","NA","NA","NA","NA","NA",36287.68,"NA",34537.82,"NA",33325.43,33191.85,33520.95,35114.94,"NA","NA",34312.5,"NA",32956.64,"NA",31427.07,"NA","NA","NA","NA","NA","NA","NA",31535.59,"NA",29908.82,"NA",28785.49,29231.76,29897.86,30991.66,"NA","NA","NA",33623.47,"NA",33766.18,"NA",32471.11,32108.6,32461.11,34493.3,"NA","NA","NA",48557.68,"NA",45381.6,"NA",44097.56,43806.66,43873.88,45516.01,"NA","NA","NA",40708.63,"NA",38138.52,"NA",37966.02,37433.73,37610.44,40296.55,"NA","NA","NA",35418.36,"NA",34368.68,"NA",33393.68,33253.72,33656.03,34832.19,"NA","NA","NA",20484.28,"NA",19898.35,"NA",17533.29,30801.23,31171.85,32048.7,"NA","NA","NA",33624.49,"NA",31420.66,"NA",28014.97,27062.93,27910.72,38801.98,"NA","NA","NA",51159.13,"NA",48669.39,"NA",46679.7,47366.18,48634.68,50494.76,"NA","NA","NA",0.6821414,"NA",0.6523141,"NA",0.6315584,0.6247737,0.6247214,"NA","NA","NA",0.6713089,"NA",0.6448543,"NA",0.6146982,"NA","NA","NA","NA","NA","NA","NA",0.6353015,"NA",0.6027055,"NA",0.575974,0.5761753,0.5838487,"NA","NA","NA",0.614912,"NA",0.5862987,"NA",0.5480943,"NA","NA","NA","NA","NA","NA","NA",0.5694422,"NA",0.5272571,"NA",0.5029046,0.5106756,0.5243622,"NA","NA","NA","NA",14934.21,"NA",11615.41,"NA",11626.45,11698.06,11412.76,11022.7,"NA","NA","NC","North Carolina","north_carolina"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,125]}",,"ND","NA",44191.97,"NA",44813.86,"NA",46962.01,47040.49,48058.8,50752.38,"NA","NA",41958.35,"NA",42695.97,"NA",44038.54,"NA","NA","NA","NA","NA","NA","NA",40795.95,"NA",41435.6,"NA",42183.28,43212.51,44550,47819.49,"NA","NA",38146.39,"NA",39061.27,"NA",39256.86,"NA","NA","NA","NA","NA","NA","NA",36822.55,"NA",36490.21,"NA",37782.16,39022.64,40488.05,42703.41,"NA","NA","NA",36322.8,"NA",36172.7,"NA",36181.31,35673.85,36501.68,40358.31,"NA","NA","NA",51504.41,"NA",52235.4,"NA",55750.27,56341.67,57661.69,60380.35,"NA","NA","NA",42597.53,"NA",45476.98,"NA",47514.51,48032.86,48733.95,51010.27,"NA","NA","NA",38833.13,"NA",39011.66,"NA",40329.83,39411.91,41411.27,44983.35,"NA","NA","NA",34153.49,"NA",34512.02,"NA",32831.79,37272.79,39825.97,44389.77,"NA","NA","NA",41377.16,"NA",43693.23,"NA",43188.96,46724.01,47066.05,50966.25,"NA","NA","NA",48701.29,"NA",49717.88,"NA",51631.29,52510.18,53560.32,55206.5,"NA","NA","NA",0.7414492,"NA",0.7419655,"NA",0.7534584,0.7597955,0.7603666,"NA","NA","NA",0.7282271,"NA",0.7275768,"NA",0.7316163,"NA","NA","NA","NA","NA","NA","NA",0.7159455,"NA",0.7134693,"NA",0.7167559,0.7421902,0.7544261,"NA","NA","NA",0.6958632,"NA",0.6961451,"NA",0.6880328,"NA","NA","NA","NA","NA","NA","NA",0.6737534,"NA",0.6646474,"NA",0.6792068,0.7027906,0.7221985,"NA","NA","NA","NA",15181.61,"NA",16062.7,"NA",19568.96,20667.82,21160.01,20022.04,"NA","NA","ND","North Dakota","north_dakota"
