"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,139]}",,"SC","NA",39108.06,"NA",37446.6,"NA",36345.53,36376.72,36837.86,38333.67,"NA","NA",37700.84,"NA",36219.96,"NA",35060.06,"NA","NA","NA","NA","NA","NA","NA",34997.02,"NA",33587.08,"NA",32836.61,32969.91,33631.51,34922.32,"NA","NA",33229.16,"NA",32086.31,"NA",31140.2,"NA","NA","NA","NA","NA","NA","NA",30689.48,"NA",29554.79,"NA",29000.13,29334.27,29812.77,30664.64,"NA","NA","NA",33006.02,"NA",31982.64,"NA",30836.28,31164.03,31536.24,33810.7,"NA","NA","NA",44305.24,"NA",41712.93,"NA",41352.09,41407.37,42170.14,44084.2,"NA","NA","NA",37193.37,"NA",35663.31,"NA",34791.72,34980.75,35497.36,37572.86,"NA","NA","NA",35895.13,"NA",34469.18,"NA",33675.13,34029.75,34413.36,36344.94,"NA","NA","NA",24805.29,"NA",25158.93,"NA",24038.77,30174.51,30827.23,32048.2,"NA","NA","NA",34036.98,"NA",34040,"NA",32027.06,33197.29,32995.83,37263.88,"NA","NA","NA",45375.61,"NA",43659.74,"NA",43643.52,45308.25,46007.73,47762.3,"NA","NA","NA",0.6677912,"NA",0.6375414,"NA",0.6175509,0.6206105,0.6217152,"NA","NA","NA",0.6553461,"NA",0.6309445,"NA",0.6069609,"NA","NA","NA","NA","NA","NA","NA",0.6245124,"NA",0.5918156,"NA",0.5745108,0.5707167,0.5850869,"NA","NA","NA",0.6024673,"NA",0.5742647,"NA",0.5462214,"NA","NA","NA","NA","NA","NA","NA",0.5600303,"NA",0.5194151,"NA",0.509134,0.5128752,0.5194881,"NA","NA","NA","NA",11299.22,"NA",9730.281,"NA",10515.8,10243.34,10633.9,10273.5,"NA","NA","SC","South Carolina","south_carolina"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,140]}",,"SD","NA",41376.13,"NA",41519.75,"NA",40653.78,40948.14,42224.69,43779.96,"NA","NA",39518.77,"NA",39734.34,"NA",38812.57,"NA","NA","NA","NA","NA","NA","NA",38381.38,"NA",37296.44,"NA",37546.24,37857.34,38384.07,40330.87,"NA","NA",36258.38,"NA",35964.59,"NA",35537.14,"NA","NA","NA","NA","NA","NA","NA",34343.89,"NA",33878.46,"NA",33530.27,33979.32,34877.79,36391.74,"NA","NA","NA",33376.3,"NA",34279.82,"NA",33000.3,33357.94,34188.68,37202.37,"NA","NA","NA",48445.61,"NA",47468.81,"NA",47430.93,47958.43,49644.23,51433.55,"NA","NA","NA",43698.66,"NA",42435.75,"NA",42042.58,42263.29,43492.55,45284.09,"NA","NA","NA",36013.06,"NA",38980.56,"NA",36757.31,37459.96,38767.29,40390.24,"NA","NA","NA",33282.2,"NA",34507.89,"NA",31477.64,34792.75,35541.54,38525.23,"NA","NA","NA",42236.57,"NA",41125.72,"NA",40940.91,41172.82,42614.57,44267.01,"NA","NA","NA",47643.55,"NA",46483.69,"NA",45263.52,45238.34,46445.36,48438.54,"NA","NA","NA",0.7246475,"NA",0.7206676,"NA",0.7145743,0.7207931,0.726855,"NA","NA","NA",0.7144348,"NA",0.7081535,"NA",0.7029473,"NA","NA","NA","NA","NA","NA","NA",0.7005934,"NA",0.6932368,"NA",0.6879306,0.6955814,0.7094502,"NA","NA","NA",0.6811848,"NA",0.6807107,"NA",0.6670252,"NA","NA","NA","NA","NA","NA","NA",0.6616592,"NA",0.6473117,"NA",0.6403586,0.6559838,0.6633307,"NA","NA","NA","NA",15069.3,"NA",13188.99,"NA",14430.63,14600.49,15455.55,14231.18,"NA","NA","SD","South Dakota","south_dakota"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,141]}",,"TN","NA",38896.75,"NA",38004.29,"NA",37127.39,36955.43,37484.56,38422.61,"NA","NA",37376.69,"NA",36583.13,"NA",35688.58,"NA","NA","NA","NA","NA","NA","NA",35470.36,"NA",34014.32,"NA",33474.77,33210.2,33770.78,35023.23,"NA","NA",33779.44,"NA",32407.8,"NA",31762.39,"NA","NA","NA","NA","NA","NA","NA",31119.99,"NA",29997.52,"NA",29240.07,29324.4,29773.7,30424.86,"NA","NA","NA",30959.36,"NA",31626.58,"NA",30738.71,30968.69,32001.9,34235.96,"NA","NA","NA",42072.4,"NA",39846.31,"NA",39867.03,43039.63,44273.79,46415.83,"NA","NA","NA",38569.58,"NA",37343.67,"NA",36736.28,36630.29,37412.72,38900.3,"NA","NA","NA",33854.16,"NA",32822.6,"NA",31828.71,31423.14,32273.41,34718.45,"NA","NA","NA",26237.38,"NA",28330.9,"NA",24212.92,29539.64,30069.65,32177.97,"NA","NA","NA",34807.14,"NA",36853.05,"NA",33305.55,33588.7,35072.39,40589.61,"NA","NA","NA",44374.15,"NA",44333.71,"NA",44321.67,45768.04,46605.03,48181.62,"NA","NA","NA",0.660808,"NA",0.6412954,"NA",0.6240619,0.6226681,0.6282569,"NA","NA","NA",0.6490127,"NA",0.6331413,"NA",0.6116782,"NA","NA","NA","NA","NA","NA","NA",0.6274976,"NA",0.5962386,"NA",0.5827186,0.5748271,0.5863574,"NA","NA","NA",0.6111506,"NA",0.5802513,"NA",0.5576546,"NA","NA","NA","NA","NA","NA","NA",0.565761,"NA",0.5321111,"NA",0.5139402,0.5154651,0.5239723,"NA","NA","NA","NA",11113.05,"NA",8219.736,"NA",9128.316,12070.95,12271.88,12179.86,"NA","NA","TN","Tennessee","tennessee"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,142]}",,"TX","NA",42458.2,"NA",41376.12,"NA",41090.51,40982.38,41722.41,43061.85,"NA","NA",40121.51,"NA",39944.74,"NA",39188.59,"NA","NA","NA","NA","NA","NA","NA",38301.43,"NA",37456.05,"NA",36627.23,36703.74,37623.91,39142.28,"NA","NA",35853.56,"NA",35862.43,"NA",34561.87,"NA","NA","NA","NA","NA","NA","NA",33940.41,"NA",32660.95,"NA",31896.63,32348.93,33359.43,34421.39,"NA","NA","NA",35466.37,"NA",35164.94,"NA",34162.5,33808.71,34371.37,36627.08,"NA","NA","NA",48623.36,"NA",46252.78,"NA",47183.28,48049.48,50622.08,52655.5,"NA","NA","NA",43990.04,"NA",42762.18,"NA",42274.27,42562.94,43526.09,45260.49,"NA","NA","NA",38569.97,"NA",38028.05,"NA",36903.15,36668.87,37118,39211.49,"NA","NA","NA",27360.87,"NA",31700.75,"NA",27277.76,35132.91,35874.19,37579.74,"NA","NA","NA",37987.9,"NA",40235.68,"NA",37428.84,36290.63,37229.68,44141.43,"NA","NA","NA",53161.94,"NA",51827.26,"NA",51494.84,51928.48,53331.25,55410.19,"NA","NA","NA",0.6870012,"NA",0.6728587,"NA",0.6605056,0.6562651,0.6611753,"NA","NA","NA",0.667771,"NA",0.6636752,"NA",0.6464007,"NA","NA","NA","NA","NA","NA","NA",0.649471,"NA",0.6327839,"NA",0.6118066,0.6104497,0.6232208,"NA","NA","NA",0.6225474,"NA",0.6173854,"NA",0.5873753,"NA","NA","NA","NA","NA","NA","NA",0.5936074,"NA",0.5638275,"NA",0.5433614,0.5523714,0.5683641,"NA","NA","NA","NA",13156.99,"NA",11087.84,"NA",13020.78,14240.77,16250.71,16028.41,"NA","NA","TX","Texas","texas"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,143]}",,"UT","NA",48535.13,"NA",47803.4,"NA",47171.44,47474.09,47735.44,52844.25,"NA","NA",45874.34,"NA",45895.2,"NA",44118.04,"NA","NA","NA","NA","NA","NA","NA",43555.68,"NA",41654.25,"NA",40200.62,40425.78,40950.12,43944.57,"NA","NA",40598.3,"NA",39247.85,"NA",37257.8,"NA","NA","NA","NA","NA","NA","NA",36866.21,"NA",34893.01,"NA",33913.66,34949,35982.3,34763.39,"NA","NA","NA",29674.4,"NA",28934.3,"NA",28734.24,29640.08,30494.5,43005.3,"NA","NA","NA",64295.33,"NA",62672.21,"NA",62232.8,62444.7,63290.99,66629.3,"NA","NA","NA",44831.37,"NA",43188.77,"NA",42547.75,42577.08,42914.6,45437.77,"NA","NA","NA",51505.46,"NA",52179.52,"NA",49230.24,48481.53,47441.4,53994.05,"NA","NA","NA",48580.2,"NA",49359.73,"NA",47075.86,47829.9,48159.99,43876.7,"NA","NA","NA",46644.01,"NA",46061.23,"NA",45325.52,45530.98,45232.63,52559.5,"NA","NA","NA",48474.37,"NA",47416.9,"NA",46912.79,47029.77,48124.21,69428.12,"NA","NA","NA",0.6913721,"NA",0.6789451,"NA",0.6797459,0.6844093,0.6871725,"NA","NA","NA",0.6808994,"NA",0.6772567,"NA",0.6638522,"NA","NA","NA","NA","NA","NA","NA",0.6642332,"NA",0.648665,"NA",0.6327476,0.6401866,0.6464607,"NA","NA","NA",0.6478495,"NA",0.6405058,"NA",0.6072479,"NA","NA","NA","NA","NA","NA","NA",0.6211354,"NA",0.5901915,"NA",0.5680067,0.5843671,0.6010692,"NA","NA","NA","NA",34620.92,"NA",33737.91,"NA",33498.56,32804.63,32796.49,23624,"NA","NA","UT","Utah","utah"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,144]}",,"VA","NA",45711.75,"NA",44291.03,"NA",42971.68,42619.09,42989.43,43874.71,"NA","NA",43563.39,"NA",42552.7,"NA",41041.23,"NA","NA","NA","NA","NA","NA","NA",40493.81,"NA",39408.41,"NA",38019.83,37792.95,38122.86,39182.86,"NA","NA",38227.79,"NA",37537.63,"NA",35822.82,"NA","NA","NA","NA","NA","NA","NA",35425,"NA",34002.23,"NA",32914.72,32706.45,32829.23,33479.1,"NA","NA","NA",37341.03,"NA",37164.48,"NA",36054,35283.67,35433,37644.73,"NA","NA","NA",52081.91,"NA",49588.6,"NA",48776.09,48463.81,49078.24,52763.51,"NA","NA","NA",45360.04,"NA",45241.66,"NA",42548.24,43638.07,43615.48,46222.16,"NA","NA","NA",38943.3,"NA",37725.97,"NA",35755.33,35401.28,35784.24,37424.97,"NA","NA","NA",30522.95,"NA",32235.95,"NA",27043.1,33834.23,34136.81,35181.68,"NA","NA","NA",41073.75,"NA",40879.98,"NA",36898.45,36308.91,37411.26,42969.86,"NA","NA","NA",54141.68,"NA",51867.34,"NA",50797.61,52574.09,53435.86,54841.96,"NA","NA","NA",0.7221597,"NA",0.7017382,"NA",0.6846451,0.6758084,0.6796125,"NA","NA","NA",0.7111948,"NA",0.6963052,"NA",0.670502,"NA","NA","NA","NA","NA","NA","NA",0.6843973,"NA",0.6590628,"NA",0.6366379,0.6279624,0.6347515,"NA","NA","NA",0.6671585,"NA",0.6475096,"NA",0.6143218,"NA","NA","NA","NA","NA","NA","NA",0.627183,"NA",0.5954322,"NA",0.5721563,0.5668451,0.5679346,"NA","NA","NA","NA",14740.88,"NA",12424.12,"NA",12722.08,13180.14,13645.24,15118.79,"NA","NA","VA","Virginia","virginia"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,145]}",,"VI","NA",40500,"NA",39700,"NA",36100,33900,34000,35500,"NA","NA",38100,"NA",38000,"NA",34800,"NA","NA","NA","NA","NA","NA","NA",35900,"NA",33400,"NA",32500,31400,32900,34800,"NA","NA",31700,"NA",33100,"NA",33600,"NA","NA","NA","NA","NA","NA","NA",30600,"NA",32600,"NA",29500,27700,28700,27000,"NA","NA","NA",39500,"NA",38500,"NA",34300,32800,33500,34900,"NA","NA","NA",43500,"NA",44900,"NA",42600,38200,36000,37500,"NA","NA","NA",40700,"NA",39800,"NA",35700,33200,33700,35600,"NA","NA","NA",40200,"NA",39500,"NA",36800,35100,34500,35200,"NA","NA","NA","NA","NA","NA","NA","NA",33000,32000,33200,"NA","NA","NA","NA","NA","NA","NA","NA","NA",34900,36400,"NA","NA","NA","NA","NA","NA","NA","NA","NA",40700,44200,"NA","NA","NA",0.7556675,"NA",0.7579144,"NA",0.7025172,0.673,0.648,"NA","NA","NA",0.7463557,"NA",0.7551789,"NA",0.6833713,"NA","NA","NA","NA","NA","NA","NA",0.7301294,"NA",0.6605923,"NA",0.643002,0.602,0.61,"NA","NA","NA",0.6564706,"NA",0.6428571,"NA",0.6501035,"NA","NA","NA","NA","NA","NA","NA",0.6092233,"NA",0.6187364,"NA",0.508772,0.491,0.489,"NA","NA","NA","NA",4000,"NA",6400,"NA",8300,5400,2500,2600,"NA","NA","VI",,
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,146]}",,"VT","NA",43904.02,"NA",40102.26,"NA",40543.26,40912.54,42269.88,44955.61,"NA","NA",41705.55,"NA",38860.35,"NA",38507.87,"NA","NA","NA","NA","NA","NA","NA",37873.36,"NA",36754.43,"NA",36684.31,37214.49,38576.73,40655.86,"NA","NA",35709.51,"NA",35176.36,"NA",34471.96,"NA","NA","NA","NA","NA","NA","NA",33679.56,"NA",32823.51,"NA",32063.18,32564.94,33633.68,35345.82,"NA","NA","NA",36007.09,"NA",34498.73,"NA",34936.21,34144.33,34998.56,38222.18,"NA","NA","NA",48668.47,"NA",43571.07,"NA",44523.3,45371.8,47084.29,49007.59,"NA","NA","NA",39561.9,"NA",34945.36,"NA",35601.88,36290.2,36679.11,44553.85,"NA","NA","NA",34745.8,"NA",33474.02,"NA",33444.58,33684.73,34806.57,39523.47,"NA","NA","NA",33287.77,"NA",30800.13,"NA",30786.01,32232.27,33096.57,35741.07,"NA","NA","NA",42040.37,"NA",37672.87,"NA",38349.93,38187.03,40060,41944.14,"NA","NA","NA",49158.84,"NA",43021.81,"NA",43423.04,44868.93,46809.15,49135.51,"NA","NA","NA",0.722297,"NA",0.6858451,"NA",0.685494,0.6859353,0.7050799,"NA","NA","NA",0.7076281,"NA",0.6848056,"NA",0.6697035,"NA","NA","NA","NA","NA","NA","NA",0.6813239,"NA",0.6596657,"NA",0.6487556,0.6562089,0.681723,"NA","NA","NA",0.6627544,"NA",0.6444215,"NA",0.6233389,"NA","NA","NA","NA","NA","NA","NA",0.6300758,"NA",0.6007077,"NA",0.5904334,0.6145887,0.6236833,"NA","NA","NA","NA",12661.38,"NA",9072.344,"NA",9587.086,11227.47,12085.73,10785.42,"NA","NA","VT","Vermont","vermont"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,147]}",,"WA","NA",44402.8,"NA",43223.01,"NA",42532.77,42759.54,43471.5,44984.94,"NA","NA",42223.91,"NA",41724.52,"NA",40645.05,"NA","NA","NA","NA","NA","NA","NA",40184.66,"NA",38899.5,"NA",38308.54,38166.68,38737.45,40876.47,"NA","NA",37848.66,"NA",37277.36,"NA",36419.74,"NA","NA","NA","NA","NA","NA","NA",35466.45,"NA",34466.91,"NA",32926.93,33334.82,33978.2,34984.85,"NA","NA","NA",37742.58,"NA",37104.36,"NA",36744.7,36666.22,37285.96,39127.84,"NA","NA","NA",51393.29,"NA",49137.52,"NA",49040.31,49165.83,50213.88,53602.64,"NA","NA","NA",48057.65,"NA",45658.44,"NA",44214.08,44335.57,45062.22,47291.89,"NA","NA","NA",39824.18,"NA",39610.08,"NA",39102.4,39147.33,40476.89,41671.56,"NA","NA","NA",28255.17,"NA",31802.97,"NA",32523.47,37777.51,38469.33,39715.58,"NA","NA","NA",39434.39,"NA",40717.49,"NA",40638.14,40625.41,41708.46,46669.05,"NA","NA","NA",50944.84,"NA",49377.03,"NA",48569.63,49629.82,50620.97,53124.98,"NA","NA","NA",0.7044986,"NA",0.6839665,"NA",0.6807199,0.6845153,0.6892772,"NA","NA","NA",0.6932389,"NA",0.6809081,"NA",0.6672141,"NA","NA","NA","NA","NA","NA","NA",0.6780789,"NA",0.6537724,"NA",0.6439677,0.6464806,0.6529107,"NA","NA","NA",0.6586983,"NA",0.6462216,"NA",0.6251768,"NA","NA","NA","NA","NA","NA","NA",0.6339041,"NA",0.6058829,"NA",0.5771415,0.5818981,0.5876078,"NA","NA","NA","NA",13650.71,"NA",12033.16,"NA",12295.61,12499.61,12927.91,14474.8,"NA","NA","WA","Washington","washington"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,148]}",,"WI","NA",45034.45,"NA",44055.39,"NA",43118.4,43003.76,44172.98,45496.04,"NA","NA",43149.46,"NA",42595.36,"NA",41512.89,"NA","NA","NA","NA","NA","NA","NA",41231.86,"NA",39878.9,"NA",39328.75,39227.56,39707.34,41327.11,"NA","NA",39165.85,"NA",38191.02,"NA",37426.25,"NA","NA","NA","NA","NA","NA","NA",36529.39,"NA",35389.38,"NA",33983.25,34142.5,35178.66,36783.23,"NA","NA","NA",38643.71,"NA",38707.11,"NA",37196.9,36905.73,37987.65,40609.81,"NA","NA","NA",50798.86,"NA",48392.93,"NA",48539.36,48453.47,50947.73,52940.83,"NA","NA","NA",44851.98,"NA",43430.17,"NA",42159.1,42021.42,43001.58,46483.3,"NA","NA","NA",40981.98,"NA",40217.55,"NA",39270.72,38876.71,39982.75,41788.25,"NA","NA","NA",37362.54,"NA",36628.55,"NA",35425.47,35835.22,36886.5,37777.88,"NA","NA","NA",43009.25,"NA",42296.16,"NA",41557,40925.83,42250.74,44170.46,"NA","NA","NA",50027.92,"NA",48136.11,"NA",47391.41,47510.57,48932.23,50900.34,"NA","NA","NA",0.7642121,"NA",0.7472947,"NA",0.7388229,0.7413633,0.7474732,"NA","NA","NA",0.7555384,"NA",0.7457066,"NA",0.7261869,"NA","NA","NA","NA","NA","NA","NA",0.7451454,"NA",0.7151866,"NA",0.7028505,0.7060294,0.7216107,"NA","NA","NA",0.733054,"NA",0.7067358,"NA",0.682167,"NA","NA","NA","NA","NA","NA","NA",0.6947993,"NA",0.6576174,"NA",0.6350117,0.6424575,0.664658,"NA","NA","NA","NA",12155.16,"NA",9685.813,"NA",11342.46,11547.74,12960.07,12331.02,"NA","NA","WI","Wisconsin","wisconsin"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,149]}",,"WV","NA",38767.5,"NA",37889.3,"NA",38201.57,37666.86,38207.19,39023.02,"NA","NA",36805.26,"NA",36265.84,"NA",36427.05,"NA","NA","NA","NA","NA","NA","NA",34524.42,"NA",34861.51,"NA",34225.41,34045.18,35063.38,35677.91,"NA","NA",32191.81,"NA",32856.2,"NA",32372.48,"NA","NA","NA","NA","NA","NA","NA",30829.28,"NA",30182.78,"NA",30243.46,30168.41,30549.26,31071.61,"NA","NA","NA",30141.83,"NA",30529.92,"NA",30487.85,29368.9,29536.68,33864.89,"NA","NA","NA",46543.76,"NA",43945.08,"NA",43839.41,44104.35,44710.45,47475.71,"NA","NA","NA",41990.04,"NA",38159.68,"NA",37250.95,37903.49,38579.18,42048.22,"NA","NA","NA",32628.42,"NA",31632.04,"NA",29553.76,26669.55,26747.13,31843.64,"NA","NA","NA",32053.95,"NA",29133.4,"NA",25450.78,27296.06,27685.88,30494.6,"NA","NA","NA",40033.01,"NA",37888.4,"NA",36696.88,36009.91,36616.42,40951.21,"NA","NA","NA",49019.27,"NA",46211.39,"NA",47277.31,46867.48,47607.96,49322.68,"NA","NA","NA",0.6250906,"NA",0.6115907,"NA",0.6182569,0.6106731,0.6091298,"NA","NA","NA",0.6084976,"NA",0.6007875,"NA",0.5997148,"NA","NA","NA","NA","NA","NA","NA",0.5805873,"NA",0.5823372,"NA",0.5654064,0.5614404,0.5717524,"NA","NA","NA",0.5514672,"NA",0.5623023,"NA",0.5404535,"NA","NA","NA","NA","NA","NA","NA",0.5314599,"NA",0.5107805,"NA",0.5071024,0.5050702,0.5006021,"NA","NA","NA","NA",16401.93,"NA",13415.16,"NA",13351.56,14735.45,15173.77,13610.83,"NA","NA","WV","West Virginia","west_virginia"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,150]}",,"WY","NA",43851.86,"NA",42375.91,"NA",42616.06,43097.84,43701.54,46242.02,"NA","NA",41689.86,"NA",40962.37,"NA",40896.63,"NA","NA","NA","NA","NA","NA","NA",40458.95,"NA",39229.68,"NA",39405.19,40296.29,41363.37,42470.64,"NA","NA",38136.38,"NA",37925.78,"NA",37442.72,"NA","NA","NA","NA","NA","NA","NA",37161.15,"NA",35254.59,"NA",36193.26,36033.13,36096.58,36914.48,"NA","NA","NA",33943.86,"NA",33727.2,"NA",33147.18,33890.09,33881.14,35839.88,"NA","NA","NA",31517.64,"NA",29360.56,"NA",48644.86,48476.51,49249.62,51775.71,"NA","NA","NA",45738.81,"NA",44341.65,"NA",44371.63,44703.5,45551.66,48389.99,"NA","NA","NA",40655.18,"NA",39712.59,"NA",38862.08,39459.5,39542.05,40621.94,"NA","NA","NA",39529.66,"NA",36670.72,"NA",34004.07,38138.07,38854.57,41064.21,"NA","NA","NA",44675.2,"NA",42740.65,"NA",41888.46,42342.54,42147.76,44525.56,"NA","NA","NA",45352.9,"NA",48598.56,"NA",47298.98,46841.79,48293.27,51223.5,"NA","NA","NA",0.7131767,"NA",0.6798339,"NA",0.6927851,0.7035263,0.710006,"NA","NA","NA",0.7031302,"NA",0.676154,"NA",0.6838312,"NA","NA","NA","NA","NA","NA","NA",0.6859539,"NA",0.6688656,"NA",0.674336,0.692867,0.7065637,"NA","NA","NA",0.6538762,"NA",0.6608136,"NA",0.6546509,"NA","NA","NA","NA","NA","NA","NA",0.6563498,"NA",0.6269231,"NA",0.6437066,0.6421676,0.645635,"NA","NA","NA","NA",-2426.223,"NA",-4366.645,"NA",15497.68,14586.41,15368.48,15935.82,"NA","NA","WY","Wyoming","wyoming"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,151]}",,"US","NA",44290.34,"NA",42886.99,"NA",41972.1,41887.45,42502.71,43856.51,"NA","NA",42346.35,"NA",41387.58,"NA",40155.68,"NA","NA","NA","NA","NA","NA","NA",39776.04,"NA",38442.85,"NA",37466.48,37305.16,37766.45,39222.1,"NA","NA",37625.25,"NA",36811.22,"NA",35492.64,"NA","NA","NA","NA","NA","NA","NA",34958.63,"NA",33640.91,"NA",32301.97,32430.54,32911.28,33648.8,"NA","NA","NA",36791.08,"NA",36464.25,"NA",35436.58,35199.21,35717.14,38206.09,"NA","NA","NA",50252.18,"NA",47893.61,"NA",47690.94,47993.53,49119.21,51690.43,"NA","NA","NA",43978.2,"NA",42313.55,"NA",41330.41,41258.69,41924.95,44286.16,"NA","NA","NA",39136.68,"NA",38849.07,"NA",37693.52,37454.13,38257.02,40598.21,"NA","NA","NA",29942.96,"NA",31764.71,"NA",28581.07,34532.57,35080.67,36808.8,"NA","NA","NA",41121.14,"NA",40851.04,"NA",38810.32,38955.02,39572.18,44061.74,"NA","NA","NA",53117.95,"NA",50757.8,"NA",50246.29,51163.82,52441.09,54221.02,"NA","NA","NA",0.698553,"NA",0.6780981,"NA",0.6631831,0.6613301,0.6663669,"NA","NA","NA",0.6865864,"NA",0.6728364,"NA",0.649943,"NA","NA","NA","NA","NA","NA","NA",0.663995,"NA",0.6371762,"NA",0.6185243,0.6168074,0.6243637,"NA","NA","NA",0.6441782,"NA",0.6257902,"NA",0.596826,"NA","NA","NA","NA","NA","NA","NA",0.6084429,"NA",0.5759325,"NA",0.5504307,0.5513703,0.5586743,"NA","NA","NA","NA",13461.1,"NA",11429.36,"NA",12254.36,12794.31,13402.07,13484.34,"NA","NA","US",,