,STATE,YEAR,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,4TH_ENROLLED,8TH_ENROLLED,TOTAL_ENROLLMENT,PRISONER_COUNT,STATE_POPULATION,VIOLENT_CRIME_TOTAL,PROPERTY_CRIME_TOTAL
0,ALABAMA,2001,"$5,086,045.00","$2,656,393.00","58,929","56,591","683,042","24,741","4,468,912","19,582","173,253"
1,ALABAMA,2002,"$5,147,821.00","$2,720,735.00","58,690","57,576","683,867","25,100","4,478,896","19,931","180,400"
2,ALABAMA,2003,"$5,298,932.00","$2,817,111.00","57,323","59,663","674,679","27,614","4,503,726","19,331","182,241"
3,ALABAMA,2004,"$5,450,269.00","$2,875,595.00","56,182","59,286","673,176","25,635","4,525,375","19,324","182,340"
4,ALABAMA,2005,"$5,904,664.00","$3,053,380.00","55,919","59,643","681,201","24,315","4,548,327","19,678","177,393"
5,ALABAMA,2006,"$6,591,429.00","$3,326,656.00","56,720","59,573","685,423","24,103","4,599,030","19,553","181,249"
6,ALABAMA,2007,"$7,196,459.00","$3,653,466.00","57,795","58,792","686,947","25,253","4,627,851","20,775","184,082"
7,ALABAMA,2008,"$7,847,387.00","$3,947,003.00","58,593","57,809","689,463","25,363","4,661,900","21,110","190,416"
8,ALABAMA,2009,"$7,815,467.00","$3,836,398.00","59,512","57,027","691,870","27,241","4,708,708","21,194","178,007"
9,ALABAMA,2010,"$7,647,571.00","$3,900,492.00","59,117","57,992","697,887","27,345","4,785,401","18,363","168,828"
10,ALABAMA,2011,"$7,411,768.00","$3,844,055.00","56,491","57,919","687,019","26,813","4,803,689","20,166","173,192"
11,ALABAMA,2012,"$7,222,161.00","$3,695,221.00","55,859","58,151","685,209","26,768","4,817,528","21,693","168,878"
12,ALABAMA,2013,"$7,487,741.00","$3,747,993.00","55,719","58,799","686,447","26,825","4,833,996","20,834","161,835"
13,ALABAMA,2014,"$7,587,737.00","$3,824,295.00","55,479","57,471","686,225","26,145","4,849,377","20,727","154,094"
14,ALABAMA,2015,"$7,501,799.00","$3,817,479.00","55,808","55,792","688,176","25,212","4,858,979","22,952","144,746"
15,ARIZONA,2001,"$5,858,385.00","$2,538,936.00","74,270","69,643","841,750","27,710","5,306,966","28,675","293,874"
16,ARIZONA,2002,"$6,018,188.00","$2,659,448.00","71,139","69,841","861,334","29,359","5,441,125","30,171","318,296"
17,ARIZONA,2003,"$6,210,287.00","$2,810,907.00","76,207","76,376","930,090","31,084","5,579,222","28,638","314,335"
18,ARIZONA,2004,"$6,731,212.00","$3,224,647.00","77,110","78,595","957,964","32,384","5,739,879","28,952","291,203"
19,ARIZONA,2005,"$7,136,794.00","$3,423,716.00","80,458","80,683","1,010,731","33,345","5,953,007","30,478","287,345"
20,ARIZONA,2006,"$7,934,177.00","$3,733,989.00","81,388","80,769","982,648","35,752","6,166,318","33,456","294,389"
21,ARIZONA,2007,"$8,709,531.00","$3,977,800.00","82,876","81,196","1,000,520","37,700","6,338,755","32,835","287,308"
22,ARIZONA,2008,"$9,581,201.00","$4,251,747.00","83,793","81,576","1,000,335","39,455","6,500,180","31,567","266,653"
23,ARIZONA,2009,"$9,580,393.00","$4,296,503.00","83,686","82,163","993,469","40,544","6,595,778","28,128","236,721"
24,ARIZONA,2010,"$8,812,967.00","$4,223,152.00","82,862","80,636","988,741","40,130","6,413,158","26,528","226,802"
25,ARIZONA,2011,"$8,610,417.00","$3,977,772.00","82,566","81,294","995,665","39,949","6,467,315","26,789","229,896"
26,ARIZONA,2012,"$8,054,662.00","$3,917,564.00","83,892","82,769","1,002,920","40,013","6,551,149","28,077","231,701"
27,ARIZONA,2013,"$7,600,581.00","$3,824,071.00","84,282","83,849","1,015,927","41,031","6,634,997","27,576","223,294"
28,ARIZONA,2014,"$8,109,460.00","$3,902,565.00","85,535","84,596","1,028,214","42,136","6,731,484","26,916","215,240"
29,ARIZONA,2015,"$7,902,600.00","$3,846,357.00","86,594","84,084","1,029,470","42,204","6,828,065","28,012","207,107"
30,CALIFORNIA,2001,"$52,082,540.00","$26,641,811.00","485,301","461,133","5,717,489","157,142","34,600,463","212,867","1,134,189"
31,CALIFORNIA,2002,"$56,464,225.00","$28,593,157.00","491,510","473,553","5,833,345","159,695","35,001,986","208,388","1,176,484"
32,CALIFORNIA,2003,"$59,749,885.00","$29,561,563.00","493,415","500,143","5,899,326","161,785","35,462,712","205,551","1,215,086"
33,CALIFORNIA,2004,"$62,647,953.00","$29,624,968.00","488,045","498,806","5,932,350","163,939","35,842,038","189,175","1,227,194"
34,CALIFORNIA,2005,"$66,196,072.00","$31,070,450.00","477,828","489,560","5,926,631","168,035","36,154,147","190,178","1,200,531"
35,CALIFORNIA,2006,"$68,722,432.00","$32,387,671.00","470,542","491,871","5,944,746","172,298","36,457,549","194,483","1,159,988"
36,CALIFORNIA,2007,"$73,225,422.00","$34,685,013.00","467,305","490,054","5,881,552","171,444","36,553,215","191,561","1,112,510"
37,CALIFORNIA,2008,"$76,618,865.00","$36,542,347.00","463,904","486,390","5,854,465","171,085","36,756,666","185,329","1,080,996"
38,CALIFORNIA,2009,"$74,766,086.00","$35,617,964.00","465,866","472,856","5,786,013","168,830","36,961,664","174,934","1,009,433"
39,CALIFORNIA,2010,"$71,227,111.00","$34,657,275.00","463,691","476,639","5,815,902","162,821","37,338,198","164,133","981,939"
40,CALIFORNIA,2011,"$69,847,705.00","$34,225,248.00","462,082","467,626","5,793,407","147,578","37,683,933","154,943","973,822"
41,CALIFORNIA,2012,"$70,191,877.00","$34,213,049.00","468,007","465,967","5,803,338","132,935","37,999,878","160,944","1,049,465"
42,CALIFORNIA,2013,"$69,727,119.00","$34,194,878.00","470,515","472,381","5,799,332","134,339","38,431,393","154,739","1,018,907"
43,CALIFORNIA,2014,"$72,506,810.00","$35,539,425.00","475,192","467,038","5,794,141","134,430","38,802,500","153,709","947,192"
44,CALIFORNIA,2015,"$78,365,958.00","$38,951,948.00","485,885","465,322",nan,"127,815","39,144,818","166,883","1,024,914"
45,COLORADO,2001,"$5,727,966.00","$2,709,184.00","58,028","56,540","689,066","17,278","4,430,989","15,492","170,887"
46,COLORADO,2002,"$6,237,142.00","$2,963,406.00","57,318","57,664","697,990","18,636","4,501,051","15,882","180,054"
47,COLORADO,2003,"$6,685,029.00","$3,168,745.00","56,437","58,897","701,780","19,450","4,547,633","15,757","179,706"
48,COLORADO,2004,"$6,869,975.00","$3,232,723.00","56,425","59,397","709,008","19,655","4,601,821","17,121","180,322"
49,COLORADO,2005,"$7,284,280.00","$3,380,399.00","57,151","59,929","720,428","21,063","4,663,295","18,498","188,449"
50,COLORADO,2006,"$7,803,324.00","$3,562,901.00","57,877","59,497","733,104","22,051","4,753,377","18,794","163,439"
51,COLORADO,2007,"$8,039,146.00","$3,782,300.00","59,449","58,396","740,291","22,666","4,861,515","17,101","145,808"
52,COLORADO,2008,"$8,884,786.00","$4,221,868.00","61,058","58,733","754,458","23,211","4,939,456","17,480","139,340"
53,COLORADO,2009,"$8,682,489.00","$4,108,304.00","62,929","59,129","768,178","22,725","5,024,748","17,022","134,196"
54,COLORADO,2010,"$8,914,338.00","$4,232,076.00","63,819","59,684","778,134","22,752","5,047,692","16,339","135,001"
55,COLORADO,2011,"$8,676,451.00","$4,204,486.00","64,560","61,156","787,904","21,862","5,116,302","16,085","132,781"
56,COLORADO,2012,"$8,472,536.00","$4,174,705.00","65,921","62,260","796,610","20,328","5,189,458","15,951","139,355"
57,COLORADO,2013,"$8,699,125.00","$4,292,898.00","66,140","63,820","809,774","20,184","5,272,086","16,099","139,974"
58,COLORADO,2014,"$9,286,626.00","$4,470,568.00","66,809","65,116","822,938","20,469","5,355,866","16,554","135,510"
59,COLORADO,2015,"$9,557,682.00","$4,578,938.00","68,176","65,957","834,481","19,959","5,456,574","17,515","144,136"
60,FLORIDA,2001,"$18,389,394.00","$8,412,975.00","196,952","194,250","2,323,253","72,404","16,373,330","130,713","782,517"
61,FLORIDA,2002,"$19,051,049.00","$8,781,232.00","197,625","201,159","2,356,659","75,210","16,691,701","128,721","777,236"
62,FLORIDA,2003,"$20,180,142.00","$9,622,598.00","178,109","205,443","2,395,642","79,594","16,999,181","124,280","757,696"
63,FLORIDA,2004,"$21,896,220.00","$10,411,050.00","197,293","209,559","2,442,173","83,165","17,385,430","123,754","727,141"
64,FLORIDA,2005,"$23,857,012.00","$11,270,907.00","195,265","208,413","2,471,699","86,559","17,768,191","125,957","712,998"
65,FLORIDA,2006,"$26,609,155.00","$12,211,602.00","199,686","207,213","2,469,450","90,377","18,089,888","129,602","721,101"
66,FLORIDA,2007,"$29,849,892.00","$13,476,109.00","195,859","193,970","2,469,344","95,187","18,251,243","131,878","746,249"
67,FLORIDA,2008,"$31,219,589.00","$14,392,625.00","198,129","200,736","2,437,592","99,878","18,328,340","126,256","758,889"
68,FLORIDA,2009,"$28,867,429.00","$13,884,278.00","199,322","198,245","2,438,465","101,373","18,537,969","113,541","712,010"
69,FLORIDA,2010,"$27,267,009.00","$13,869,921.00","200,682","201,676","2,446,250","102,070","18,838,613","101,969","669,035"
70,FLORIDA,2011,"$26,991,946.00","$14,284,224.00","195,625","200,378","2,464,854","100,861","19,082,262","98,198","671,200"
71,FLORIDA,2012,"$25,352,047.00","$13,558,844.00","195,358","204,116","2,481,673","99,835","19,320,749","94,087","632,988"
72,FLORIDA,2013,"$25,245,400.00","$13,833,236.00","198,411","206,698","2,511,426","100,940","19,600,311","91,993","607,170"
73,FLORIDA,2014,"$26,523,658.00","$14,542,370.00","202,424","210,397","2,552,392","100,873","19,893,297","107,521","679,446"
74,FLORIDA,2015,"$27,277,049.00","$14,931,173.00","215,435","206,785","2,592,720","99,485","20,271,272","93,626","570,270"
75,GEORGIA,2001,"$11,853,800.00","$6,336,556.00","116,886","112,145","1,359,461","45,937","8,405,677","41,671","347,872"
76,GEORGIA,2002,"$12,690,343.00","$6,894,589.00","118,053","116,150","1,381,240","47,445","8,544,005","39,271","346,559"
77,GEORGIA,2003,"$13,516,783.00","$7,352,918.00","117,201","120,694","1,403,762","47,208","8,676,460","39,435","369,589"
78,GEORGIA,2004,"$13,779,680.00","$7,492,703.00","116,129","122,432","1,430,942","51,104","8,918,129","40,217","376,656"
79,GEORGIA,2005,"$14,492,666.00","$7,886,069.00","119,028","123,678","1,470,064","48,749","9,132,553","40,725","378,534"
80,GEORGIA,2006,"$15,839,227.00","$8,583,817.00","121,155","126,903","1,498,704","52,792","9,363,941","44,754","362,712"
81,GEORGIA,2007,"$17,389,530.00","$9,507,096.00","125,404","124,544","1,519,798","54,256","9,544,750","46,917","371,248"
82,GEORGIA,2008,"$19,172,087.00","$10,289,480.00","127,285","123,857","1,526,456","52,719","9,685,744","47,353","387,917"
83,GEORGIA,2009,"$19,025,136.00","$10,063,924.00","130,091","124,084","1,536,360","53,538","9,829,211","42,073","360,985"
84,GEORGIA,2010,"$17,834,488.00","$9,841,382.00","131,326","123,794","1,545,059","52,794","9,712,157","39,068","353,449"
85,GEORGIA,2011,"$17,187,481.00","$9,671,343.00","128,827","126,785","1,551,644","52,844","9,812,460","36,762","357,235"
86,GEORGIA,2012,"$17,400,209.00","$9,611,118.00","128,538","128,432","1,566,495","55,178","9,915,646","37,675","339,473"
87,GEORGIA,2013,"$17,317,504.00","$9,555,687.00","129,329","131,295","1,587,251","53,701","9,994,759","37,519","339,808"
88,GEORGIA,2014,"$17,668,352.00","$9,635,641.00","131,377","133,128","1,610,821","52,719","10,097,343","38,097","331,316"
89,GEORGIA,2015,"$18,501,103.00","$10,081,483.00","134,343","131,509","1,628,449","52,002","10,214,860","38,643","308,723"
90,ILLINOIS,2001,"$19,337,580.00","$9,317,202.00","159,038","151,737","1,918,427","44,348","12,520,227","79,270","434,648"
91,ILLINOIS,2002,"$20,563,001.00","$9,904,454.00","157,570","156,451","1,932,882","42,693","12,586,447","75,759","430,479"
92,ILLINOIS,2003,"$21,278,177.00","$10,409,933.00","160,246","160,271","1,950,197","43,418","12,649,087","70,376","415,885"
93,ILLINOIS,2004,"$21,681,903.00","$10,829,189.00","158,622","162,192","1,951,248","44,054","12,712,016","69,365","403,486"
94,ILLINOIS,2005,"$22,035,569.00","$11,063,949.00","154,372","160,911","1,963,519","44,919","12,765,427","70,496","394,670"
95,ILLINOIS,2006,"$22,622,323.00","$11,327,481.00","153,480","159,038","1,970,836","45,106","12,831,970","69,498","387,478"
96,ILLINOIS,2007,"$23,401,917.00","$11,692,204.00","152,895","161,310","1,967,050","45,215","12,852,548","68,528","377,322"
97,ILLINOIS,2008,"$25,696,866.00","$12,676,038.00","152,951","159,272","1,972,738","45,474","12,901,563","67,780","378,355"
98,ILLINOIS,2009,"$27,716,187.00","$13,520,105.00","154,405","155,003","1,956,078","45,161","12,910,409","64,185","353,347"
99,ILLINOIS,2010,"$28,560,306.00","$14,668,228.00","153,781","154,293","1,945,429","48,418","12,841,980","57,132","349,064"
100,ILLINOIS,2011,"$28,525,858.00","$14,636,402.00","151,870","153,828","1,937,608","48,427","12,859,752","54,523","344,468"
101,ILLINOIS,2012,"$29,067,543.00","$14,896,596.00","151,409","152,505","1,925,565","49,348","12,868,192","53,556","332,706"
102,ILLINOIS,2013,"$29,517,831.00","$15,285,224.00","152,779","154,578","1,921,873","48,653","12,890,552","51,956","296,048"
103,ILLINOIS,2014,"$31,080,869.00","$16,323,537.00","149,399","153,054","1,910,510","48,278","12,880,580","47,663","267,385"
104,INDIANA,2002,"$9,353,054.00","$4,586,033.00","78,909","79,338","929,556","20,349","6,156,913","22,001","208,965"
105,INDIANA,2003,"$9,777,720.00","$4,785,880.00","77,484","81,494","937,134","21,345","6,199,571","21,842","208,039"
106,INDIANA,2004,"$10,312,694.00","$5,005,025.00","78,079","82,728","948,206","21,984","6,226,537","20,294","211,929"
107,INDIANA,2005,"$11,071,431.00","$5,343,758.00","79,078","82,021","959,555","22,760","6,266,019","20,302","216,778"
108,INDIANA,2006,"$11,260,755.00","$5,348,450.00","78,177","82,067","966,795","24,901","6,313,520","20,303","217,783"
109,INDIANA,2007,"$11,462,062.00","$5,511,104.00","78,204","80,850","971,319","25,137","6,345,289","21,310","213,887"
110,INDIANA,2008,"$10,865,851.00","$5,504,992.00","78,842","80,874","969,839","26,392","6,376,792","21,525","213,639"
111,INDIANA,2009,"$11,218,398.00","$5,548,292.00","79,992","80,983","968,437","26,748","6,423,113","21,455","199,907"
112,INDIANA,2010,"$11,502,534.00","$5,746,633.00","82,387","79,790","970,467","27,273","6,490,622","20,983","199,274"
113,INDIANA,2011,"$11,113,533.00","$5,609,296.00","78,627","79,586","962,599","27,402","6,516,353","21,619","206,016"
114,INDIANA,2012,"$11,351,906.00","$5,659,432.00","75,678","79,908","960,688","28,034","6,537,782","22,544","197,994"
115,INDIANA,2013,"$11,211,155.00","$5,535,933.00","77,584","80,754","965,699","28,495","6,570,713","23,627","187,472"
116,INDIANA,2014,"$11,136,045.00","$5,513,142.00","75,552","82,669","966,179","32,493","6,596,855","24,099","174,776"
117,INDIANA,2015,"$11,378,564.00","$5,537,406.00","77,751","79,198","968,731","26,586","6,619,680","25,653","171,847"
118,IOWA,2001,"$4,211,493.00","$1,994,331.00","36,106","37,115","446,874","7,962","2,931,967","7,865","88,634"
119,IOWA,2002,"$4,418,238.00","$2,109,878.00","34,803","37,281","439,782","8,398","2,935,840","8,388","92,877"
120,IOWA,2003,"$4,517,990.00","$2,157,225.00","34,290","38,428","442,301","8,546","2,941,976","8,175","87,554"
121,IOWA,2004,"$4,443,289.00","$2,256,107.00","33,743","38,097","441,606","8,525","2,952,904","8,499","85,775"
122,IOWA,2005,"$4,599,549.00","$2,323,233.00","34,160","38,145","446,047","8,737","2,965,524","8,697","84,370"
123,IOWA,2006,"$4,930,613.00","$2,425,326.00","34,245","37,031","445,530","8,838","2,982,085","8,521","84,202"
124,IOWA,2007,"$5,198,975.00","$2,557,629.00","34,590","36,040","447,296","8,692","2,988,046","8,970","79,133"
125,IOWA,2008,"$5,495,756.00","$2,737,356.00","35,031","35,324","449,037","8,723","3,002,555","8,651","73,273"
126,IOWA,2009,"$5,732,186.00","$2,914,176.00","35,225","35,239","452,886","8,914","3,007,856","8,485","70,080"
127,IOWA,2010,"$5,941,449.00","$2,970,150.00","35,071","35,263","456,469","9,457","3,050,202","8,191","68,740"
128,IOWA,2011,"$6,057,294.00","$2,995,991.00","34,951","35,498","455,683","9,115","3,064,097","7,883","72,043"
129,IOWA,2012,"$6,256,926.00","$3,072,424.00","35,492","35,694","458,444","8,735","3,075,039","8,167","70,357"
130,IOWA,2013,"$6,318,241.00","$3,174,989.00","35,617","36,238","461,724","8,707","3,092,341","8,443","67,976"
131,IOWA,2014,"$6,541,553.00","$3,266,694.00","36,072","35,827","465,388","8,845","3,107,126","8,497","65,056"
132,IOWA,2015,"$6,772,654.00","$3,383,909.00","37,030","35,965","468,796","8,864","3,123,899","8,936","63,957"
133,KENTUCKY,2001,"$4,350,588.00","$2,467,964.00","49,288","47,019","602,920","10,720","4,068,816","10,510","107,356"
134,KENTUCKY,2002,"$4,541,670.00","$2,598,897.00","48,636","48,934","608,653","11,583","4,089,822","11,101","108,590"
135,KENTUCKY,2003,"$4,700,494.00","$2,688,476.00","47,890","50,186","609,861","11,660","4,118,189","10,232","103,370"
136,KENTUCKY,2004,"$5,259,909.00","$2,723,672.00","47,872","51,172","620,284","13,322","4,141,835","10,152","105,209"
137,KENTUCKY,2005,"$5,750,671.00","$2,864,633.00","47,639","50,701","624,506","14,904","4,172,608","11,134","105,608"
138,KENTUCKY,2006,"$6,112,978.00","$3,082,253.00","47,975","50,323","628,019","15,589","4,206,074","11,361","109,428"
139,KENTUCKY,2007,"$6,351,636.00","$3,184,235.00","49,250","49,723","615,972","15,364","4,241,474","12,329","107,987"
140,KENTUCKY,2008,"$6,793,215.00","$3,422,359.00","49,875","49,668","619,126","15,260","4,269,245","12,690","114,492"
141,KENTUCKY,2009,"$6,831,006.00","$3,468,191.00","51,027","49,298","628,441","14,984","4,314,113","11,000","108,914"
142,KENTUCKY,2010,"$7,092,071.00","$3,616,584.00","51,189","48,525","621,577","14,501","4,347,223","10,604","111,170"
143,KENTUCKY,2011,"$7,253,850.00","$3,663,998.00","49,894","50,043","629,177","14,001","4,366,814","10,465","119,037"
144,KENTUCKY,2012,"$7,444,529.00","$3,697,663.00","50,583","50,259","630,798","12,998","4,379,730","9,852","112,800"
145,KENTUCKY,2013,"$7,413,896.00","$3,663,594.00","49,770","50,203","624,660","12,141","4,399,583","9,280","104,448"
146,KENTUCKY,2014,"$7,346,219.00","$3,659,917.00","50,300","51,246","636,274","12,114","4,413,457","9,340","99,166"
147,KENTUCKY,2015,"$7,554,887.00","$3,807,748.00","51,339","49,774","636,640","11,959","4,425,092","9,676","96,362"
148,MAINE,2001,"$1,958,646.00","$1,118,171.00","15,883","17,347","189,450","1,675","1,284,470","1,435","33,154"
149,MAINE,2002,"$2,057,022.00","$1,180,701.00","15,194","17,131","188,140","1,855","1,294,894","1,396","32,985"
150,MAINE,2003,"$2,154,117.00","$1,255,095.00","14,841","17,321","188,045","1,974","1,309,205","1,422","32,078"
151,MAINE,2004,"$2,291,174.00","$1,304,255.00","14,439","16,850","185,133","2,013","1,314,985","1,364","31,740"
152,MAINE,2005,"$2,325,138.00","$1,355,800.00","14,198","16,692","181,732","1,970","1,318,220","1,483","31,889"
153,MAINE,2006,"$2,381,439.00","$1,376,177.00","14,192","15,782","179,985","2,083","1,321,574","1,533","33,658"
154,MAINE,2007,"$2,501,127.00","$1,459,635.00","14,238","15,334","182,535","2,148","1,317,207","1,565","32,249"
155,MAINE,2008,"$2,582,293.00","$1,359,995.00","13,860","14,886","179,460","2,047","1,316,456","1,572","32,433"
156,MAINE,2009,"$2,624,504.00","$1,383,650.00","13,769","14,438","175,521","2,074","1,318,301","1,580","31,706"
157,MAINE,2010,"$2,680,693.00","$1,421,800.00","13,728","14,358","175,258","1,954","1,327,379","1,621","32,900"
158,MAINE,2011,"$2,728,535.00","$1,431,522.00","13,533","14,584","175,325","1,978","1,328,544","1,638","33,829"
159,MAINE,2012,"$2,625,759.00","$1,376,755.00","13,345","14,127","172,012","1,977","1,328,501","1,626","33,398"
160,MAINE,2013,"$2,535,405.00","$1,351,259.00","13,550","13,975","170,544","2,073","1,328,702","1,761","30,454"
161,MAINE,2014,"$2,550,302.00","$1,369,822.00","13,488","13,805","169,196","2,199","1,330,089","1,700","26,421"
162,MAINE,2015,"$2,596,180.00","$1,406,898.00","13,311","13,544","168,778","2,190","1,329,328","1,729","24,327"
163,MARYLAND,2001,"$7,981,362.00","$4,172,982.00","67,448","66,211","798,553","23,739","5,386,079","42,088","219,512"
164,MARYLAND,2002,"$8,568,446.00","$4,482,809.00","65,824","67,984","804,678","24,114","5,450,525","42,015","217,105"
165,MARYLAND,2003,"$8,732,518.00","$4,738,579.00","65,119","68,967","808,553","23,768","5,512,310","38,778","209,418"
166,MARYLAND,2004,"$8,921,938.00","$4,963,083.00","63,776","69,567","810,723","23,289","5,561,332","38,961","202,474"
167,MARYLAND,2005,"$9,782,665.00","$5,154,440.00","62,347","68,400","803,162","22,553","5,589,599","39,369","198,483"
168,MARYLAND,2006,"$10,585,292.00","$5,535,192.00","61,045","66,332","795,507","22,662","5,615,727","38,111","195,484"
169,MARYLAND,2007,"$11,541,225.00","$6,031,042.00","60,281","65,088","786,245","23,184","5,618,344","36,063","192,796"
170,MARYLAND,2008,"$12,739,693.00","$6,614,339.00","59,512","63,639","783,331","23,141","5,633,597","35,393","198,165"
171,MARYLAND,2009,"$12,757,599.00","$6,899,346.00","61,183","62,590","786,984","22,066","5,699,478","33,625","182,295"
172,MARYLAND,2010,"$13,205,691.00","$7,147,880.00","60,765","61,971","789,507","22,856","5,785,681","31,607","173,309"
173,MARYLAND,2011,"$13,247,697.00","$7,205,515.00","63,118","61,917","789,359","23,001","5,839,572","28,817","166,846"
174,MARYLAND,2012,"$13,212,140.00","$7,140,620.00","63,703","60,908","792,742","21,810","5,884,868","28,086","162,309"
175,MARYLAND,2013,"$13,284,637.00","$7,303,090.00","64,629","62,322","798,621","21,705","5,938,737","28,235","157,918"
176,MARYLAND,2014,"$13,712,839.00","$7,475,952.00","65,382","61,747","808,314","21,266","5,976,407","26,661","149,859"
