,STATE,YEAR,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,4TH_ENROLLED,8TH_ENROLLED,TOTAL_ENROLLMENT,4_AVG_MATH_SCORE,8_AVG_MATH_SCORE,4_AVG_RDG_SCORE,8_AVG_RDG_SCORE
600,PENNSYLVANIA,2009,27328680.0,12803821.0,132213.0,137072.0,1654555.0,243.5878732,288.3041689,223.67943990000003,259.5284866
601,PENNSYLVANIA,2010,28231191.0,13442543.0,132497.0,135876.0,1662974.0,,,,
602,PENNSYLVANIA,2011,28810721.0,13761915.0,129845.0,135598.0,1639823.0,245.6549103,286.10274169999997,227.23646319999997,268.69421789999996
603,PENNSYLVANIA,2012,27851918.0,13450420.0,131315.0,136775.0,1630976.0,,,,
604,PENNSYLVANIA,2013,28495118.0,15456205.0,132216.0,137287.0,1625876.0,244.01262000000003,289.6236516,226.40232360000002,269.0869734
605,PENNSYLVANIA,2014,28620630.0,15352999.0,129927.0,135683.0,1615762.0,,,,
606,PENNSYLVANIA,2015,29690645.0,16058338.0,130671.0,131505.0,1596540.0,243.3122399,283.66841539999996,226.6707741,262.6731459
607,PENNSYLVANIA,2016,30925177.0,16717308.0,,,,,,,
608,RHODE_ISLAND,2001,1504125.0,920848.0,12717.0,12458.0,147342.0,,,,
609,RHODE_ISLAND,2002,1600087.0,964169.0,12407.0,12805.0,148516.0,,,,
610,RHODE_ISLAND,2003,1646238.0,971700.0,12429.0,13018.0,148673.0,230.297962,271.9986944,216.49401519999998,251.599156
611,RHODE_ISLAND,2004,1745707.0,1034632.0,11731.0,12783.0,147674.0,,,,
612,RHODE_ISLAND,2005,1790591.0,1023496.0,11484.0,12470.0,143842.0,233.43677230000003,272.34501810000006,216.4398673,265.13856180000005
613,RHODE_ISLAND,2006,1983578.0,1120778.0,11135.0,12194.0,141381.0,,,,
614,RHODE_ISLAND,2007,2082332.0,1177636.0,11028.0,12098.0,137789.0,235.8779358,275.38699049999997,218.76144490000001,259.1367031
615,RHODE_ISLAND,2008,2175172.0,1229747.0,9752.0,11422.0,135437.0,,,,
616,RHODE_ISLAND,2009,2171376.0,1224158.0,10188.0,11275.0,134864.0,238.7668591,277.9237194,222.7048852,269.23998489999997
617,RHODE_ISLAND,2010,2187163.0,1238257.0,10865.0,10954.0,133736.0,,,,
618,RHODE_ISLAND,2011,2198940.0,1260021.0,10827.0,11146.0,132690.0,241.6247747,282.87565960000006,222.4815969,268.2839492
619,RHODE_ISLAND,2012,2190431.0,1272285.0,10831.0,9971.0,131695.0,,,,
620,RHODE_ISLAND,2013,2231413.0,1265936.0,11037.0,10293.0,131518.0,241.4167352,284.0922122,222.8022398,261.93149520000003
621,RHODE_ISLAND,2014,2258076.0,1277445.0,10720.0,10899.0,132074.0,,,,
622,RHODE_ISLAND,2015,2326473.0,1322055.0,10900.0,10945.0,132117.0,238.00172969999997,281.44521960000003,225.4855367,267.67051969999994
623,RHODE_ISLAND,2016,2358654.0,1340088.0,,,,,,,
624,SOUTH_CAROLINA,2001,5492539.0,2660503.0,53831.0,53043.0,630143.0,,,,
625,SOUTH_CAROLINA,2002,5897462.0,2832106.0,54242.0,56201.0,645071.0,,,,
626,SOUTH_CAROLINA,2003,6024747.0,2888468.0,52715.0,53384.0,648213.0,235.79322349999998,277.30044960000004,214.8077245,265.3297945
627,SOUTH_CAROLINA,2004,6138231.0,2971895.0,51999.0,56641.0,651409.0,,,,
628,SOUTH_CAROLINA,2005,6572191.0,3134658.0,50408.0,55701.0,648739.0,238.3026753,281.2343211,213.20350719999996,258.1601855
629,SOUTH_CAROLINA,2006,7148083.0,3310899.0,51217.0,55222.0,654867.0,,,,
630,SOUTH_CAROLINA,2007,7660995.0,3481608.0,52715.0,54067.0,660003.0,237.1074115,281.5036015,213.83652719999998,268.0176705
631,SOUTH_CAROLINA,2008,8167262.0,3745507.0,53996.0,53446.0,665645.0,,,,
632,SOUTH_CAROLINA,2009,8427391.0,3854229.0,55671.0,52711.0,669528.0,235.66830249999998,280.3808554,215.94229819999998,268.67823549999997
633,SOUTH_CAROLINA,2010,8242553.0,3797945.0,55636.0,52904.0,671214.0,,,,
634,SOUTH_CAROLINA,2011,7961448.0,3689782.0,54157.0,54243.0,671121.0,237.303025,281.0001337,214.8998089,260.12126459999996
635,SOUTH_CAROLINA,2012,7948441.0,3749691.0,54058.0,55365.0,677357.0,,,,
636,SOUTH_CAROLINA,2013,8224795.0,3933177.0,54672.0,56762.0,687431.0,236.6258997,279.82460860000003,213.6465439,268.2826627
637,SOUTH_CAROLINA,2014,8452743.0,4035914.0,55741.0,57025.0,698241.0,,,,
638,SOUTH_CAROLINA,2015,8783362.0,4123140.0,57740.0,56150.0,708144.0,237.08957149999998,275.8278662,217.96967650000002,268.7461208
639,SOUTH_CAROLINA,2016,9187299.0,4274682.0,,,,,,,
640,SOUTH_DAKOTA,2001,950595.0,471683.0,9641.0,9997.0,118194.0,,,,
641,SOUTH_DAKOTA,2002,981977.0,485846.0,9519.0,10051.0,118927.0,,,,
642,SOUTH_DAKOTA,2003,993823.0,499480.0,9140.0,10082.0,116336.0,237.26482059999998,284.88173639999997,222.2731786,261.71164480000004
643,SOUTH_DAKOTA,2004,1012096.0,521961.0,8862.0,9715.0,113541.0,,,,
644,SOUTH_DAKOTA,2005,1059303.0,539413.0,8883.0,9576.0,112542.0,241.5941861,287.30361800000003,222.3986921,270.24375580000003
645,SOUTH_DAKOTA,2006,1052315.0,552199.0,8866.0,9510.0,111544.0,,,,
646,SOUTH_DAKOTA,2007,1096568.0,573916.0,8935.0,9248.0,111918.0,241.2134286,288.4639253,223.3985267,267.9789794
647,SOUTH_DAKOTA,2008,1172715.0,609848.0,9234.0,9446.0,116114.0,,,,
648,SOUTH_DAKOTA,2009,1273527.0,645912.0,9245.0,9251.0,113153.0,242.09778980000002,290.6191277,222.16659280000002,259.495771
649,SOUTH_DAKOTA,2010,1281632.0,660064.0,9140.0,9275.0,115079.0,,,,
650,SOUTH_DAKOTA,2011,1350617.0,661519.0,9364.0,9139.0,116641.0,240.97979229999999,290.61519680000004,219.8144463,264.2256116
651,SOUTH_DAKOTA,2012,1296971.0,649023.0,9657.0,9408.0,118570.0,,,,
652,SOUTH_DAKOTA,2013,1332496.0,663258.0,9842.0,9531.0,118992.0,240.9810997,287.27039060000004,217.9307449,272.0853653
653,SOUTH_DAKOTA,2014,1355439.0,696235.0,10366.0,9441.0,121272.0,,,,
654,SOUTH_DAKOTA,2015,1464781.0,709363.0,10460.0,9549.0,122701.0,239.7230949,284.6414057,220.46952459999997,265.0508578
655,SOUTH_DAKOTA,2016,1475864.0,730176.0,,,,,,,
656,TENNESSEE,2001,6165661.0,3282993.0,72714.0,68184.0,839937.0,,,,
657,TENNESSEE,2002,6363357.0,3478604.0,71300.0,70650.0,842008.0,,,,
658,TENNESSEE,2003,6482671.0,3621601.0,70446.0,72505.0,851286.0,227.75504469999996,268.17572859999996,211.9475411,269.7303543
659,TENNESSEE,2004,6738601.0,3843346.0,70555.0,73233.0,851848.0,,,,
660,TENNESSEE,2005,7067521.0,4120045.0,69773.0,72949.0,863122.0,231.68807969999997,270.52457680000003,214.2212693,266.7672812
661,TENNESSEE,2006,7395357.0,4248091.0,71857.0,72892.0,886214.0,,,,
662,TENNESSEE,2007,7817659.0,4473035.0,72454.0,70745.0,876487.0,232.75371009999998,273.97878660000003,215.74926859999997,259.5472252
663,TENNESSEE,2008,8488521.0,4709467.0,75091.0,72255.0,895794.0,,,,
664,TENNESSEE,2009,8611178.0,4809809.0,75052.0,71050.0,895804.0,231.82548619999997,274.7618211,216.73781110000002,265.0892467
665,TENNESSEE,2010,8760367.0,4934044.0,75481.0,71475.0,910780.0,,,,
666,TENNESSEE,2011,8961443.0,4947165.0,75146.0,73725.0,919890.0,232.901117,274.0387103,214.64021490000002,267.75059669999996
667,TENNESSEE,2012,9256522.0,5151260.0,74425.0,74459.0,912310.0,,,,
668,TENNESSEE,2013,9248235.0,5191269.0,74401.0,74909.0,914955.0,239.774787,277.7201273,219.73539469999997,266.67705240000004
669,TENNESSEE,2014,9432883.0,5296570.0,75248.0,74883.0,920515.0,,,,
670,TENNESSEE,2015,9562527.0,5343272.0,76904.0,73899.0,926995.0,240.6673957,278.2033807,218.6132644,260.3314228
671,TENNESSEE,2016,9680512.0,5401812.0,,,,,,,
672,TEXAS,2001,33201450.0,15916451.0,318842.0,310762.0,3860588.0,,,,
673,TEXAS,2002,35668486.0,16826484.0,321612.0,316800.0,3944533.0,,,,
674,TEXAS,2003,37333674.0,18009879.0,321788.0,324381.0,4008249.0,237.30592180000002,277.05264900000003,214.80800559999997,266.56610589999997
675,TEXAS,2004,38150452.0,18291531.0,324389.0,329214.0,4071281.0,,,,
676,TEXAS,2005,40302144.0,18950703.0,329969.0,335824.0,4175270.0,241.9909163,281.102845,218.73382400000003,259.63136000000003
677,TEXAS,2006,43394244.0,20299749.0,340488.0,338449.0,4246529.0,,,,
678,TEXAS,2007,45920825.0,21061312.0,346491.0,332671.0,4318126.0,242.3397599,285.87070839999996,219.6043131,265.7102102
679,TEXAS,2008,50205827.0,22845539.0,355578.0,343548.0,4389830.0,,,,
680,TEXAS,2009,53575273.0,23895853.0,368175.0,346524.0,4480777.0,240.46462369999998,286.6850767,218.8582724,270.7005367
681,TEXAS,2010,53810244.0,25097921.0,374111.0,354314.0,4561520.0,,,,
682,TEXAS,2011,52691826.0,25155007.0,375756.0,360279.0,4621024.0,241.1017937,290.34670939999995,218.3208446,265.1195563
683,TEXAS,2012,50215314.0,23902458.0,378750.0,366857.0,4687023.0,,,,
684,TEXAS,2013,50674724.0,24226519.0,383586.0,379786.0,4761971.0,241.92628870000001,288.19896760000006,216.90959709999998,261.4490507
685,TEXAS,2014,53096761.0,25364709.0,390570.0,388428.0,4843213.0,,,,
686,TEXAS,2015,56255791.0,26745844.0,397085.0,386627.0,4924653.0,244.002472,283.7935403,217.94291299999998,267.079865
687,TEXAS,2016,59314884.0,27862199.0,,,,,,,
688,UTAH,2001,2669621.0,1438459.0,36411.0,35786.0,437016.0,,,,
689,UTAH,2002,2924051.0,1534954.0,35481.0,35547.0,439845.0,,,,
690,UTAH,2003,2957874.0,1508566.0,36064.0,36386.0,444537.0,234.7829509,280.64536969999995,219.2703384,261.719961
691,UTAH,2004,3066684.0,1552853.0,37888.0,37674.0,462519.0,,,,
692,UTAH,2005,3188018.0,1632553.0,38635.0,38463.0,466123.0,238.7974238,279.15612339999996,221.31092709999996,263.15689080000004
693,UTAH,2006,3371338.0,1709307.0,40477.0,37743.0,479868.0,,,,
694,UTAH,2007,3618540.0,1816456.0,44748.0,41114.0,528653.0,239.4049889,281.0874737,221.2614281,267.66563019999995
695,UTAH,2008,4337917.0,2068264.0,44546.0,40261.0,512732.0,,,,
696,UTAH,2009,4419750.0,2169434.0,45610.0,40997.0,523902.0,240.31871260000003,284.0682519,219.20413019999998,259.88558969999997
697,UTAH,2010,4326951.0,2117551.0,46127.0,42227.0,537509.0,,,,
698,UTAH,2011,4195916.0,2157337.0,46758.0,43971.0,549879.0,242.5375131,283.30833210000003,220.41603450000002,260.3070199
699,UTAH,2012,4330417.0,2161779.0,48362.0,45387.0,562901.0,,,,
700,UTAH,2013,4584624.0,2361179.0,49041.0,46409.0,575075.0,242.8206887,284.3314862,222.7676355,268.1007728
701,UTAH,2014,4385896.0,2336613.0,49173.0,46969.0,586736.0,,,,
702,UTAH,2015,4537962.0,2367650.0,50918.0,47904.0,599577.0,242.56278709999998,286.11691119999995,226.1430749,264.771229
703,UTAH,2016,4923657.0,2591600.0,,,,,,,
704,VERMONT,2001,1306513.0,595191.0,7468.0,7972.0,94797.0,,,,
705,VERMONT,2002,1392880.0,628188.0,7179.0,8077.0,93499.0,,,,
706,VERMONT,2003,1440961.0,662999.0,7049.0,8098.0,92745.0,241.92607239999998,285.6455722,226.1217466,264.0255699
707,VERMONT,2004,1550157.0,700068.0,6807.0,7846.0,91881.0,,,,
708,VERMONT,2005,1634534.0,739981.0,6549.0,7559.0,90449.0,243.5288554,287.35648760000004,226.886251,266.8219111
709,VERMONT,2006,1711762.0,763591.0,6521.0,7186.0,89201.0,,,,
710,VERMONT,2007,1804519.0,800453.0,6490.0,7039.0,87877.0,246.35740499999997,291.0107738,228.24853819999998,258.32111769999995
711,VERMONT,2008,1888133.0,831132.0,6471.0,7004.0,87433.0,,,,
712,VERMONT,2009,1661019.0,859433.0,6237.0,6647.0,85235.0,247.7672261,292.86609639999995,228.73578360000002,257.2741846
713,VERMONT,2010,1719870.0,890606.0,6291.0,6757.0,90599.0,,,,
714,VERMONT,2011,1722515.0,888388.0,6158.0,6646.0,83846.0,246.63972990000002,293.8825771,226.77164269999997,268.9415376
715,VERMONT,2012,1726321.0,904254.0,6133.0,6541.0,83351.0,,,,
716,VERMONT,2013,1809138.0,935593.0,6159.0,6332.0,82475.0,247.80329469999998,295.4695624,227.9865191,265.35950460000004
717,VERMONT,2014,1876197.0,955495.0,6211.0,6268.0,81543.0,,,,
718,VERMONT,2015,1969415.0,983532.0,5975.0,6173.0,82003.0,243.2503992,290.3551912,230.09861659999999,260.65513599999997
719,VERMONT,2016,2082696.0,1013209.0,,,,,,,
720,VIRGINIA,2001,9862715.0,5142049.0,91966.0,88184.0,1078339.0,,,,
721,VIRGINIA,2002,10209197.0,5373701.0,91186.0,92641.0,1092903.0,,,,
722,VIRGINIA,2003,10746679.0,5661291.0,90729.0,95586.0,1105346.0,239.20308909999997,281.6766434,223.34035919999997,264.2673651
723,VIRGINIA,2004,11404055.0,6006830.0,89742.0,96540.0,1117516.0,,,,
724,VIRGINIA,2005,12385157.0,6565022.0,88883.0,95716.0,1124189.0,240.4975682,284.3716282,225.81371069999997,260.9683268
725,VIRGINIA,2006,13481336.0,7024659.0,88527.0,95083.0,1130796.0,,,,
726,VIRGINIA,2007,14700853.0,7630837.0,90397.0,93896.0,1141201.0,243.52112979999998,287.625905,227.1367249,257.4212028
727,VIRGINIA,2008,15236306.0,8003167.0,32782.333333333336,32743.0,407254.3333333333,,,,
728,VIRGINIA,2009,15510318.0,8194237.0,93708.0,92075.0,1153059.0,243.0712969,286.069755,226.52756800000003,270.0609902
729,VIRGINIA,2010,14919831.0,8049137.0,93965.0,91877.0,1158541.0,,,,
730,VIRGINIA,2011,14675815.0,7861076.0,93770.0,93361.0,1162309.0,245.3336181,289.25541119999997,226.3784347,259.2083707
731,VIRGINIA,2012,15129464.0,8123166.0,94005.0,93787.0,1168484.0,,,,
732,VIRGINIA,2013,15634918.0,8445746.0,95625.0,95778.0,1177767.0,246.1774569,288.1429595,228.55573769999998,263.6841377
733,VIRGINIA,2014,15690444.0,8464947.0,95200.0,95558.0,1186528.0,,,,
734,VIRGINIA,2015,16113212.0,8755896.0,96851.0,95221.0,1192648.0,246.61262169999998,287.7092987,228.97125499999999,269.43066469999997
735,VIRGINIA,2016,16497520.0,8944614.0,,,,,,,
736,WASHINGTON,2001,8026334.0,3984476.0,78504.0,77933.0,940920.0,,,,
737,WASHINGTON,2002,8362656.0,4182265.0,77053.0,79857.0,945331.0,,,,
738,WASHINGTON,2003,8802387.0,4332487.0,75108.0,82274.0,950686.0,238.2928395,281.1513644,221.09669509999998,260.8795721
739,WASHINGTON,2004,9009980.0,4446860.0,75151.0,80918.0,948786.0,,,,
740,WASHINGTON,2005,9399603.0,4629347.0,74401.0,81440.0,959341.0,241.6846745,285.0522297,223.48639790000001,257.1691046
741,WASHINGTON,2006,9915617.0,4826779.0,75695.0,80022.0,954166.0,,,,
742,WASHINGTON,2007,10682397.0,5148806.0,76673.0,78219.0,958082.0,242.54223199999998,284.8628043,223.99933680000004,269.5967634
743,WASHINGTON,2008,11677666.0,5561706.0,77999.0,78902.0,963187.0,,,,
744,WASHINGTON,2009,12240632.0,5984072.0,78270.0,77206.0,960800.0,242.2570912,288.7223756,221.33011040000002,260.9466762
745,WASHINGTON,2010,11820814.0,5934710.0,78546.0,78448.0,967855.0,,,,
746,WASHINGTON,2011,11928408.0,6007184.0,77051.0,78891.0,967439.0,243.18288470000002,288.1077619,220.528788,261.4283909
747,WASHINGTON,2012,12187889.0,5866729.0,78244.0,79272.0,970905.0,,,,
748,WASHINGTON,2013,12097549.0,5911337.0,78929.0,79953.0,977377.0,246.2883381,289.9569887,225.0488633,270.0419258
749,WASHINGTON,2014,12806300.0,6267816.0,79721.0,80391.0,992426.0,,,,
750,WASHINGTON,2015,13630138.0,6508964.0,82404.0,79483.0,1007338.0,244.9814222,286.5131076,225.8928891,273.9618314
751,WASHINGTON,2016,15253296.0,7087365.0,,,,,,,
752,WEST_VIRGINIA,2001,2310098.0,1306105.0,21561.0,21650.0,262131.0,,,,
753,WEST_VIRGINIA,2002,2427316.0,1346601.0,21041.0,21943.0,261628.0,,,,
754,WEST_VIRGINIA,2003,2524444.0,1420396.0,20753.0,22255.0,260260.0,230.76774849999998,270.7703534,219.1795245,258.0889914
755,WEST_VIRGINIA,2004,2603996.0,1458141.0,20670.0,22582.0,259186.0,,,,
756,WEST_VIRGINIA,2005,2698703.0,1524187.0,19999.0,22147.0,259237.0,230.8432679,269.0994928,214.76706639999998,268.5404356
757,WEST_VIRGINIA,2006,2852607.0,1569685.0,19935.0,21541.0,257631.0,,,,
758,WEST_VIRGINIA,2007,2983267.0,1608247.0,20217.0,21330.0,261235.0,236.3378058,270.0840936,215.1305555,259.1619549
759,WEST_VIRGINIA,2008,3068910.0,1667812.0,20162.0,21268.0,261810.0,,,,
760,WEST_VIRGINIA,2009,3121728.0,1759397.0,20790.0,20516.0,261208.0,232.98314449999998,270.4157659,214.52020019999998,260.36879500000003
761,WEST_VIRGINIA,2010,3484593.0,1978226.0,20493.0,20455.0,261623.0,,,,
762,WEST_VIRGINIA,2011,3670119.0,2010407.0,20748.0,20778.0,261698.0,234.6558068,273.2631731,214.3860242,267.08740609999995
763,WEST_VIRGINIA,2012,3536971.0,1893954.0,20181.0,20521.0,261259.0,,,,
764,WEST_VIRGINIA,2013,3488877.0,1828234.0,20418.0,20634.0,259417.0,237.4406327,274.4301347,214.66340130000003,274.3685477
765,WEST_VIRGINIA,2014,3499873.0,1823665.0,20196.0,20501.0,259450.0,,,,
766,WEST_VIRGINIA,2015,3466981.0,1819903.0,19814.0,20426.0,257289.0,235.20466150000001,271.4507088,216.25328790000003,266.8360535
767,WEST_VIRGINIA,2016,3366566.0,1804235.0,,,,,,,
768,WISCONSIN,2001,8574804.0,4434212.0,63509.0,66558.0,821892.0,,,,
769,WISCONSIN,2002,8863966.0,4642886.0,62436.0,67751.0,823561.0,,,,
770,WISCONSIN,2003,9128279.0,4844788.0,61744.0,68663.0,820659.0,236.755414,283.9158657,220.8334276,269.9710586
771,WISCONSIN,2004,9126345.0,4936038.0,59267.0,67168.0,806033.0,,,,
772,WISCONSIN,2005,9433502.0,5128207.0,59984.0,66985.0,814792.0,240.56858190000003,284.54155660000004,221.1642265,259.0723418
773,WISCONSIN,2006,9779642.0,5290595.0,59356.0,65606.0,816292.0,,,,
774,WISCONSIN,2007,9988878.0,5459295.0,59995.0,64135.0,815043.0,244.1812142,285.61794249999997,223.31800980000003,260.81291919999995
775,WISCONSIN,2008,10545964.0,5619617.0,60319.0,62317.0,813366.0,,,,
776,WISCONSIN,2009,10880480.0,5857285.0,61242.0,61748.0,811342.0,243.58525350000002,288.1407262,220.13554059999998,265.5915771
777,WISCONSIN,2010,11116821.0,5994721.0,61015.0,61337.0,811565.0,,,,
778,WISCONSIN,2011,11440718.0,6138402.0,60094.0,61413.0,810230.0,244.69186549999998,288.6659327,221.23990690000002,273.840765
779,WISCONSIN,2012,10724377.0,5631108.0,60670.0,61857.0,810014.0,,,,
780,WISCONSIN,2013,10845059.0,5637545.0,61393.0,62721.0,812892.0,244.7062916,288.74578080000003,220.8181034,267.5898643
781,WISCONSIN,2014,11255186.0,5685955.0,60795.0,62034.0,811008.0,,,,
782,WISCONSIN,2015,11553677.0,5723474.0,60999.0,61084.0,809722.0,243.3102113,289.0777492,223.3563555,267.2508807
783,WISCONSIN,2016,11787535.0,5760418.0,,,,,,,
784,WYOMING,2001,787949.0,426072.0,6587.0,7211.0,,,,,
785,WYOMING,2002,868607.0,463839.0,6406.0,6994.0,81963.0,,,,
786,WYOMING,2003,915515.0,473447.0,6174.0,7173.0,81238.0,241.0857006,283.5033499,222.0751664,258.10836459999996
787,WYOMING,2004,953916.0,483989.0,5862.0,6985.0,78469.0,,,,
788,WYOMING,2005,1033603.0,510498.0,6111.0,6819.0,78028.0,242.95591380000002,282.10060960000004,223.262146,258.191598
789,WYOMING,2006,1146527.0,571127.0,6191.0,6697.0,78618.0,,,,
790,WYOMING,2007,1390344.0,661713.0,6493.0,6711.0,79531.0,243.8669151,286.9877715,225.2894833,262.2280247
791,WYOMING,2008,1517325.0,703831.0,6608.0,6456.0,79946.0,,,,
792,WYOMING,2009,1658156.0,744877.0,6683.0,6606.0,80749.0,242.0091957,286.104034,222.65219629999999,272.3051342
793,WYOMING,2010,1696177.0,787627.0,6694.0,6657.0,81398.0,,,,
794,WYOMING,2011,1656850.0,825783.0,6790.0,6796.0,82226.0,243.874435,287.767926,224.0622781,267.2728912
795,WYOMING,2012,1670728.0,845801.0,7127.0,6874.0,83402.0,,,,
796,WYOMING,2013,1675477.0,846872.0,7086.0,6867.0,84591.0,246.5224009,288.11913730000003,225.848975,272.0361244
797,WYOMING,2014,1775999.0,865932.0,7438.0,6927.0,86070.0,,,,
798,WYOMING,2015,1942406.0,895910.0,7551.0,6902.0,86876.0,246.7597645,286.66654710000006,228.1608028,260.18527259999996
799,WYOMING,2016,2034229.0,921494.0,,,,,,,
